Date,Refrigerated_1,Refrigerated_2,HotGasPipe,LiquidPipe,SuctionPipe,Environment,EnergyKWh,Door,setpoint_min,setpoint_max
22/05/2023 08:08,-3.6,3.7,30.7,28.7,18.3,23.7,50,0,16,18
22/05/2023 08:09,-0.3,-3.6,41.8,30.7,11.0,23.8,700,0,16,18
22/05/2023 08:10,0.0,-0.3,45.1,30.9,9.3,24.0,450,0,16,18
22/05/2023 08:11,0.8,0.0,43.0,30.3,9.9,23.8,50,0,16,18
22/05/2023 08:12,1.2,0.8,39.8,29.9,10.8,23.6,100,0,16,18
22/05/2023 08:13,1.5,1.2,36.9,29.6,11.9,23.5,50,0,16,18
22/05/2023 08:14,1.7,1.5,34.7,29.2,12.8,23.4,50,0,16,18
22/05/2023 08:15,2.0,1.7,33.0,29.1,13.5,23.4,100,0,16,18
22/05/2023 08:16,2.3,2.0,31.8,28.8,14.3,23.4,50,0,16,18
22/05/2023 08:17,2.4,2.3,30.9,28.6,15.1,23.2,100,0,16,18
22/05/2023 08:18,2.7,2.4,30.0,28.3,15.5,23.2,50,0,16,18
22/05/2023 08:19,2.8,2.7,29.2,28.0,16.1,23.2,50,0,16,18
22/05/2023 08:20,3.0,2.8,28.8,27.7,16.6,23.2,100,0,16,18
22/05/2023 08:21,3.3,3.0,28.2,27.5,17.0,23.2,50,0,16,18
22/05/2023 08:22,3.4,3.3,27.7,27.3,17.6,23.1,50,0,16,18
22/05/2023 08:23,3.5,3.4,27.3,27.2,17.9,23.1,50,0,16,18
22/05/2023 08:24,3.8,3.5,27.0,26.9,18.2,23.0,50,0,16,18
22/05/2023 08:25,-4.2,3.8,35.2,29.1,16.1,22.7,100,0,16,18
22/05/2023 08:26,-0.5,-4.2,43.7,31.1,10.1,24.1,900,0,16,18
22/05/2023 08:27,0.4,-0.5,44.8,30.7,9.5,23.9,300,0,16,18
22/05/2023 08:28,0.9,0.4,42.0,30.2,10.1,23.7,100,0,16,18
22/05/2023 08:29,1.3,0.9,38.8,29.9,11.1,23.6,50,0,16,18
22/05/2023 08:30,1.4,1.3,36.1,29.5,12.1,23.5,100,0,16,18
22/05/2023 08:31,1.9,1.4,34.1,29.3,13.0,23.4,50,0,16,18
22/05/2023 08:32,2.1,1.9,32.6,28.8,13.8,23.4,100,0,16,18
22/05/2023 08:33,2.3,2.1,31.5,28.5,14.4,23.3,50,0,16,18
22/05/2023 08:34,2.3,2.3,30.5,28.3,15.2,23.3,50,0,16,18
22/05/2023 08:35,2.8,2.3,29.8,28.3,15.7,23.2,100,0,16,18
22/05/2023 08:36,2.9,2.8,29.1,28.0,16.2,23.2,50,0,16,18
22/05/2023 08:37,3.1,2.9,28.5,27.9,16.8,23.2,100,0,16,18
22/05/2023 08:38,3.3,3.1,28.0,27.6,17.2,23.1,50,0,16,18
22/05/2023 08:39,3.6,3.3,27.6,27.5,17.7,23.2,50,0,16,18
22/05/2023 08:40,3.5,3.6,27.4,27.2,18.0,23.0,100,0,16,18
22/05/2023 08:41,-2.6,3.5,27.6,28.4,19.4,24.0,50,0,16,18
22/05/2023 08:42,-4.0,-2.6,37.9,30.1,15.2,23.8,200,0,16,18
22/05/2023 08:43,-0.4,-4.0,44.7,31.2,9.6,24.0,950,0,16,18
22/05/2023 08:44,0.6,-0.4,44.1,30.5,9.6,23.8,150,0,16,18
22/05/2023 08:45,0.8,0.6,41.0,30.1,10.4,23.6,50,0,16,18
22/05/2023 08:46,1.0,1.0,38.0,29.95,10.9,23.6,100,0,16,18
22/05/2023 08:47,1.4,1.4,36.8,29.8,11.4,23.6,50,0,16,18
22/05/2023 08:48,1.5,1.45,35.6,29.3,12.3,23.6,100,0,16,18
22/05/2023 08:49,1.9,1.5,33.6,29.2,13.2,23.4,50,0,16,18
22/05/2023 08:50,2.1,1.9,32.2,28.6,14.0,23.3,50,0,16,18
22/05/2023 08:51,2.5,2.1,31.1,28.6,14.7,23.2,100,0,16,18
22/05/2023 08:52,2.7,2.5,30.2,28.4,15.3,23.2,50,0,16,18
22/05/2023 08:53,2.8,2.7,29.4,28.0,15.9,23.2,100,0,16,18
22/05/2023 08:54,2.9,2.8,28.9,27.9,16.4,23.3,50,0,16,18
22/05/2023 08:55,3.1,2.9,28.3,27.7,16.9,23.2,50,0,16,18
22/05/2023 08:56,3.3,3.1,27.8,27.5,17.3,23.2,100,0,16,18
22/05/2023 08:57,3.5,3.3,27.4,27.3,17.8,23.2,50,0,16,18
22/05/2023 08:58,3.5,3.5,27.1,27.0,18.1,23.1,100,0,16,18
22/05/2023 08:59,-2.8,3.5,30.0,28.9,18.2,23.2,400,0,16,18
22/05/2023 09:00,-0.2,-2.8,40.4,30.3,11.5,23.9,750,0,16,18
22/05/2023 09:01,0.1,-0.2,45.1,30.9,9.4,23.9,100,0,16,18
22/05/2023 09:02,0.9,0.1,43.3,30.3,9.8,23.7,50,0,16,18
22/05/2023 09:03,1.3,0.9,40.1,29.8,10.7,23.6,50,0,16,18
22/05/2023 09:04,1.5,1.3,37.2,29.5,11.7,23.5,100,0,16,18
22/05/2023 09:05,1.9,1.5,34.9,29.1,12.6,23.5,50,0,16,18
22/05/2023 09:06,1.9,1.9,33.1,29.0,13.5,23.3,100,0,16,18
22/05/2023 09:07,2.3,1.9,31.9,28.7,14.2,23.3,50,0,16,18
22/05/2023 09:08,2.4,2.3,30.9,28.5,14.9,23.3,50,0,16,18
22/05/2023 09:09,2.6,2.4,30.1,28.3,15.6,23.2,100,0,16,18
22/05/2023 09:10,2.9,2.6,29.3,28.0,16.1,23.3,50,0,16,18
22/05/2023 09:11,3.0,2.9,28.8,27.9,16.5,23.4,100,0,16,18
22/05/2023 09:12,3.2,3.0,28.3,27.7,17.1,23.2,50,0,16,18
22/05/2023 09:13,3.4,3.2,27.9,27.5,17.4,23.2,50,0,16,18
22/05/2023 09:14,3.6,3.4,27.4,27.3,17.8,23.1,100,0,16,18
22/05/2023 09:15,3.6,3.6,27.2,26.9,18.2,23.2,50,0,16,18
22/05/2023 09:16,-3.6,3.6,33.1,29.9,16.0,23.5,650,0,16,18
22/05/2023 09:17,-0.3,-3.6,43.2,31.0,10.4,24.2,600,0,16,18
22/05/2023 09:18,0.1,-0.3,44.9,30.6,9.3,24.0,50,0,16,18
22/05/2023 09:19,0.9,0.1,42.3,30.2,10.1,23.7,100,0,16,18
22/05/2023 09:20,1.4,0.9,39.0,29.7,11.1,23.7,50,0,16,18
22/05/2023 09:21,1.4,1.4,36.2,29.1,12.0,23.3,50,0,16,18
22/05/2023 09:22,1.8,1.4,34.2,28.8,12.8,23.3,50,0,16,18
22/05/2023 09:23,2.0,1.8,32.7,28.7,13.7,23.3,50,0,16,18
22/05/2023 09:24,2.3,2.0,31.5,28.6,14.5,23.2,100,0,16,18
22/05/2023 09:25,2.4,2.3,30.7,28.4,15.1,23.3,50,0,16,18
22/05/2023 09:26,2.6,2.4,29.8,28.3,15.6,23.3,50,0,16,18
22/05/2023 09:27,2.9,2.6,29.2,28.1,16.2,23.2,50,0,16,18
22/05/2023 09:28,3.0,2.9,28.6,27.9,16.7,23.2,50,0,16,18
22/05/2023 09:29,3.2,3.0,28.1,27.6,17.2,23.2,100,0,16,18
22/05/2023 09:30,3.5,3.2,27.8,27.3,17.6,23.1,50,0,16,18
22/05/2023 09:31,3.5,3.5,27.3,27.1,17.9,23.2,50,0,16,18
22/05/2023 09:32,-2.3,3.5,26.9,26.8,18.2,23.1,100,0,16,18
22/05/2023 09:33,-5.3,-2.3,36.6,30.5,15.7,23.9,750,0,16,18
22/05/2023 09:34,-0.4,-5.3,44.4,31.1,9.8,24.2,400,0,16,18
22/05/2023 09:35,0.5,-0.4,44.3,30.7,9.6,23.8,100,0,16,18
22/05/2023 09:36,1.0,0.5,41.4,30.2,10.4,23.6,50,0,16,18
22/05/2023 09:37,1.3,1.0,38.3,29.8,11.4,23.6,100,0,16,18
22/05/2023 09:38,1.7,1.3,35.8,29.6,12.2,23.5,50,0,16,18
22/05/2023 09:39,2.0,1.7,33.9,29.2,13.2,23.3,50,0,16,18
22/05/2023 09:40,2.0,2.0,32.5,29.1,13.9,23.2,100,0,16,18
22/05/2023 09:41,2.3,2.0,31.2,28.8,14.7,23.3,50,0,16,18
22/05/2023 09:42,2.5,2.3,30.4,28.5,15.3,23.2,100,0,16,18
22/05/2023 09:43,2.6,2.5,29.6,28.3,15.9,23.2,50,0,16,18
22/05/2023 09:44,3.0,2.6,29.0,28.1,16.3,23.2,50,0,16,18
22/05/2023 09:45,3.0,3.0,28.4,27.9,16.9,23.1,100,0,16,18
22/05/2023 09:46,3.2,3.0,27.9,27.6,17.3,23.1,50,0,16,18
22/05/2023 09:47,3.5,3.2,27.5,27.5,17.7,23.2,100,0,16,18
22/05/2023 09:48,3.6,3.5,27.1,27.2,18.0,23.1,50,0,16,18
22/05/2023 09:49,-1.9,3.6,29.4,27.4,18.5,23.5,100,0,16,18
22/05/2023 09:50,0.3,-1.9,45.7,30.1,12.2,23.9,950,0,16,18
22/05/2023 09:51,-0.2,0.3,45.0,31.2,9.4,24.1,250,0,16,18
22/05/2023 09:52,0.6,-0.2,43.6,30.8,9.7,23.9,50,0,16,18
22/05/2023 09:53,1.2,0.6,40.5,30.2,10.6,23.6,100,0,16,18
22/05/2023 09:54,1.3,1.2,37.5,29.8,11.6,23.5,50,0,16,18
22/05/2023 09:55,1.7,1.3,35.1,29.5,12.6,23.5,100,0,16,18
22/05/2023 09:56,2.0,1.7,33.4,29.2,13.4,23.4,50,0,16,18
22/05/2023 09:57,2.1,2.0,32.1,28.9,14.1,23.3,100,0,16,18
22/05/2023 09:58,2.4,2.1,31.0,28.6,14.9,23.3,50,0,16,18
22/05/2023 09:59,2.6,2.4,30.1,28.4,15.4,23.4,200,0,16,18
22/05/2023 10:00,2.5,2.6,29.3,28.2,16.0,23.2,1300,0,16,18
22/05/2023 10:01,2.7,2.5,28.8,28.0,16.5,23.2,1300,0,16,18
22/05/2023 10:02,-0.2,2.7,29.6,28.6,17.6,23.7,600,0,16,18
22/05/2023 10:03,-2.8,-0.2,40.4,31.0,15.2,24.0,750,0,16,18
22/05/2023 10:04,-5.1,-2.8,50.4,33.9,13.0,26.7,900,0,16,18
22/05/2023 10:05,0.4,-5.1,52.0,32.0,8.2,24.7,600,0,16,18
22/05/2023 10:06,1.5,0.4,49.9,31.5,8.7,24.2,100,0,16,18
22/05/2023 10:07,1.9,1.5,45.7,31.0,9.9,24.1,50,0,16,18
22/05/2023 10:08,2.4,1.9,41.7,30.5,11.0,23.8,100,0,16,18
22/05/2023 10:09,2.6,2.4,38.5,30.1,12.0,23.6,50,0,16,18
22/05/2023 10:10,3.0,2.6,36.2,29.8,12.9,23.5,100,0,16,18
22/05/2023 10:11,3.0,3.0,34.3,29.5,13.8,23.5,50,0,16,18
22/05/2023 10:12,3.3,3.0,33.1,29.3,14.4,23.4,50,0,16,18
22/05/2023 10:13,3.6,3.3,31.9,29.0,15.1,23.4,100,0,16,18
22/05/2023 10:14,-1.9,3.6,32.1,29.4,17.3,23.7,50,0,16,18
22/05/2023 10:15,-4.6,-1.9,40.9,31.0,13.4,23.8,700,0,16,18
22/05/2023 10:16,0.1,-4.6,47.7,31.6,8.8,24.4,650,0,16,18
22/05/2023 10:17,5.9,0.1,47.1,31.1,8.8,24.1,50,1,16,18
22/05/2023 10:18,10.1,5.9,45.8,31.7,9.2,23.9,150,1,16,18
22/05/2023 10:19,11.8,10.1,43.0,31.6,10.2,23.7,50,1,16,18
22/05/2023 10:20,12.6,11.8,40.3,31.4,11.3,23.7,0,1,16,18
22/05/2023 10:21,12.1,12.6,37.6,30.8,12.2,23.7,50,1,16,18
22/05/2023 10:22,11.2,12.1,35.6,30.4,13.0,23.6,0,0,16,18
22/05/2023 10:23,10.7,11.2,33.9,29.9,14.0,23.5,0,0,16,18
22/05/2023 10:24,10.6,10.7,32.7,29.6,14.7,23.6,50,0,16,18
22/05/2023 10:25,10.3,10.6,31.6,29.2,15.4,23.5,0,0,16,18
22/05/2023 10:26,10.0,10.3,30.7,29.0,16.0,23.5,50,0,16,18
22/05/2023 10:27,9.7,10.0,30.0,28.7,16.5,23.3,0,0,16,18
22/05/2023 10:28,10.9,9.7,29.3,28.4,17.0,23.3,0,1,16,18
22/05/2023 10:29,11.8,10.9,28.9,28.1,17.2,23.5,50,1,16,18
22/05/2023 10:30,11.5,11.8,28.4,27.9,17.8,23.4,0,0,16,18
22/05/2023 10:31,11.0,11.5,28.1,27.7,18.1,23.4,0,0,16,18
22/05/2023 10:32,10.8,11.0,27.6,27.4,18.5,23.2,0,0,16,18
22/05/2023 10:33,10.6,10.8,27.4,27.3,18.9,23.3,50,0,16,18
22/05/2023 10:34,10.6,10.6,27.0,27.2,19.1,23.3,0,0,16,18
22/05/2023 10:35,10.7,10.6,26.7,26.8,19.4,23.3,0,0,16,18
22/05/2023 10:36,10.4,10.7,26.6,26.6,19.6,23.2,50,0,16,18
22/05/2023 10:37,10.4,10.4,26.3,26.5,19.7,23.2,0,0,16,18
22/05/2023 10:38,10.3,10.4,26.0,26.4,19.8,23.1,50,0,16,18
22/05/2023 10:39,10.2,10.3,25.9,26.2,20.1,23.1,0,0,16,18
22/05/2023 10:40,10.2,10.2,25.8,26.0,20.3,23.1,0,0,16,18
22/05/2023 10:41,10.1,10.2,25.5,26.0,20.4,23.1,50,0,16,18
22/05/2023 10:42,10.1,10.1,25.3,25.8,20.7,23.1,0,0,16,18
22/05/2023 10:43,9.9,10.1,25.4,25.6,20.7,23.0,50,0,16,18
22/05/2023 10:44,10.2,9.9,25.0,25.5,20.9,23.0,0,0,16,18
22/05/2023 10:45,9.9,10.2,24.9,25.5,20.8,23.0,0,0,16,18
22/05/2023 10:46,10.1,9.9,24.8,25.3,21.2,23.1,50,0,16,18
22/05/2023 10:47,10.1,10.1,24.6,25.2,21.1,23.0,0,0,16,18
22/05/2023 10:48,10.2,10.1,24.5,25.0,21.1,23.0,50,0,16,18
22/05/2023 10:49,9.9,10.2,24.3,24.9,21.3,23.0,0,0,16,18
22/05/2023 10:50,9.9,9.9,24.2,24.7,21.3,23.0,0,0,16,18
22/05/2023 10:51,10.1,9.9,24.1,24.6,21.3,23.0,50,0,16,18
22/05/2023 10:52,10.1,10.1,24.0,24.6,21.3,23.0,0,0,16,18
22/05/2023 10:53,10.0,10.1,23.9,24.5,21.5,22.9,50,0,16,18
22/05/2023 10:54,9.9,10.0,23.9,24.4,21.5,23.0,0,0,16,18
22/05/2023 10:55,9.9,9.9,23.8,24.2,21.5,23.0,50,0,16,18
22/05/2023 10:56,10.1,9.9,23.8,24.2,21.6,23.0,0,0,16,18
22/05/2023 10:57,10.1,10.1,23.7,24.1,21.6,23.0,0,0,16,18
22/05/2023 10:58,10.1,10.1,23.6,24.1,21.8,23.0,50,0,16,18
22/05/2023 10:59,10.1,10.1,23.5,24.0,21.8,22.9,0,0,16,18
22/05/2023 11:00,10.0,10.1,23.5,23.9,21.9,23.0,50,0,16,18
22/05/2023 11:01,10.0,10.0,23.5,24.0,21.9,23.1,0,0,16,18
22/05/2023 11:02,10.1,10.0,23.4,23.8,21.9,23.1,0,0,16,18
22/05/2023 11:03,10.1,10.1,23.2,23.9,21.8,23.0,50,0,16,18
22/05/2023 11:04,10.0,10.1,23.2,23.6,21.8,23.0,0,0,16,18
22/05/2023 11:05,10.2,10.0,23.2,23.5,21.9,23.0,50,0,16,18
22/05/2023 11:06,10.0,10.2,23.2,23.6,22.0,23.0,0,0,16,18
22/05/2023 11:07,10.0,10.0,23.1,23.4,21.9,23.0,0,0,16,18
22/05/2023 11:08,10.0,10.0,23.1,23.4,22.0,23.0,50,0,16,18
22/05/2023 11:09,10.0,10.0,23.0,23.5,22.0,22.9,0,0,16,18
22/05/2023 11:10,10.1,10.0,23.0,23.4,22.1,22.9,50,0,16,18
22/05/2023 11:11,10.2,10.1,23.1,23.3,21.9,23.0,0,0,16,18
22/05/2023 11:12,10.1,10.2,22.9,23.2,22.1,23.0,0,0,16,18
22/05/2023 11:13,10.2,10.1,22.9,23.2,22.0,23.0,50,0,16,18
22/05/2023 11:14,10.1,10.2,22.9,23.2,22.0,23.0,0,0,16,18
22/05/2023 11:15,10.2,10.1,22.9,23.3,22.1,23.0,50,0,16,18
22/05/2023 11:16,10.0,10.2,22.9,23.1,22.1,23.0,0,0,16,18
22/05/2023 11:17,10.3,10.0,22.8,23.1,22.1,23.0,50,0,16,18
22/05/2023 11:18,10.2,10.3,22.8,22.9,22.0,23.0,0,0,16,18
22/05/2023 11:19,10.1,10.2,22.8,23.0,22.0,23.0,0,0,16,18
22/05/2023 11:20,10.2,10.1,22.6,23.0,22.1,22.9,50,0,16,18
22/05/2023 11:21,10.3,10.2,22.7,23.0,22.1,22.9,0,0,16,18
22/05/2023 11:22,10.3,10.3,22.7,22.9,22.2,22.9,50,0,16,18
22/05/2023 11:23,10.2,10.3,22.6,22.9,22.1,23.0,0,0,16,18
22/05/2023 11:24,10.4,10.2,22.6,22.8,22.2,23.0,0,0,16,18
22/05/2023 11:25,10.3,10.4,22.6,22.8,22.2,23.0,50,0,16,18
22/05/2023 11:26,10.2,10.3,22.7,22.8,22.2,23.0,0,0,16,18
22/05/2023 11:27,10.3,10.2,22.5,22.7,22.2,23.0,50,0,16,18
22/05/2023 11:28,10.4,10.3,22.7,22.7,22.1,23.0,0,0,16,18
22/05/2023 11:29,10.4,10.4,22.6,22.8,22.2,23.1,0,0,16,18
22/05/2023 11:30,10.3,10.4,22.5,22.7,22.2,23.1,50,0,16,18
22/05/2023 11:31,10.5,10.3,22.7,22.9,22.2,23.0,0,0,16,18
22/05/2023 11:32,10.5,10.5,22.5,22.7,22.2,23.0,50,0,16,18
22/05/2023 11:33,10.5,10.5,22.5,22.6,22.1,23.0,0,0,16,18
22/05/2023 11:34,10.4,10.5,22.6,22.6,22.2,23.0,50,0,16,18
22/05/2023 11:35,10.5,10.4,22.6,22.6,22.2,23.1,0,0,16,18
22/05/2023 11:36,10.5,10.5,22.5,22.7,22.1,23.0,0,0,16,18
22/05/2023 11:37,10.6,10.5,22.4,22.7,22.2,23.0,50,0,16,18
22/05/2023 11:38,10.6,10.6,22.5,22.6,22.2,23.0,0,0,16,18
22/05/2023 11:39,10.7,10.6,22.5,22.7,22.2,23.0,50,0,16,18
22/05/2023 11:40,10.7,10.7,22.5,22.7,22.2,23.0,0,0,16,18
22/05/2023 11:41,10.8,10.7,22.5,22.7,22.2,23.0,0,0,16,18
22/05/2023 11:42,10.7,10.8,22.5,22.6,22.2,23.0,0,0,16,18
22/05/2023 11:43,10.6,10.7,22.5,22.5,22.3,23.1,0,0,16,18
22/05/2023 11:44,10.5,10.6,22.5,22.5,22.2,23.0,50,0,16,18
22/05/2023 11:45,10.7,10.5,22.4,22.7,22.3,23.0,0,0,16,18
22/05/2023 11:46,10.6,10.7,22.5,22.6,22.2,23.0,0,0,16,18
22/05/2023 11:47,10.6,10.6,22.4,22.5,22.2,23.1,50,0,16,18
22/05/2023 11:48,10.8,10.6,22.4,22.6,22.1,23.1,0,0,16,18
22/05/2023 11:49,10.9,10.8,22.5,22.6,22.3,23.1,50,0,16,18
22/05/2023 11:50,10.7,10.9,22.5,22.5,22.2,23.1,0,0,16,18
22/05/2023 11:51,10.9,10.7,22.4,22.5,22.2,23.0,50,0,16,18
22/05/2023 11:52,10.9,10.9,22.5,22.5,22.2,23.1,0,0,16,18
22/05/2023 11:53,10.8,10.9,22.4,22.5,22.3,23.0,50,0,16,18
22/05/2023 11:54,10.9,10.8,22.4,22.5,22.3,23.0,0,0,16,18
22/05/2023 11:55,11.0,10.9,22.4,22.5,22.2,23.0,0,0,16,18
22/05/2023 11:56,10.9,11.0,22.4,22.5,22.2,23.0,50,0,16,18
22/05/2023 11:57,10.9,10.9,22.3,22.5,22.4,23.0,0,0,16,18
22/05/2023 11:58,10.9,10.9,22.4,22.5,22.3,23.0,50,0,16,18
22/05/2023 11:59,10.9,10.9,22.5,22.5,22.2,23.0,0,0,16,18
22/05/2023 12:00,11.0,10.9,22.4,22.5,22.2,23.0,50,0,16,18
22/05/2023 12:01,11.1,11.0,22.4,22.5,22.2,23.0,0,0,16,18
22/05/2023 12:02,10.9,11.1,22.4,22.4,22.3,23.0,50,0,16,18
22/05/2023 12:03,11.2,10.9,22.5,22.4,22.2,23.0,0,0,16,18
22/05/2023 12:04,11.0,11.2,22.4,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:05,11.1,11.0,22.3,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:06,11.0,11.1,22.4,22.4,22.2,22.9,50,0,16,18
22/05/2023 12:07,11.0,11.0,22.3,22.2,22.3,23.0,0,0,16,18
22/05/2023 12:08,11.0,11.0,22.4,22.5,22.2,23.0,0,0,16,18
22/05/2023 12:09,11.2,11.0,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:10,11.2,11.2,22.3,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:11,11.1,11.2,22.5,22.4,22.3,23.0,50,0,16,18
22/05/2023 12:12,11.4,11.1,22.5,22.4,22.2,23.0,0,0,16,18
22/05/2023 12:13,11.1,11.4,22.4,22.3,22.1,23.0,50,0,16,18
22/05/2023 12:14,11.3,11.1,22.4,22.3,22.2,23.0,0,0,16,18
22/05/2023 12:15,11.3,11.3,22.4,22.5,22.2,23.0,50,0,16,18
22/05/2023 12:16,11.3,11.3,22.3,22.3,22.2,23.1,0,0,16,18
22/05/2023 12:17,11.3,11.3,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:18,11.3,11.3,22.3,22.4,22.4,23.0,0,0,16,18
22/05/2023 12:19,11.3,11.3,22.4,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:20,11.4,11.3,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 12:21,11.4,11.4,22.3,22.4,22.3,22.9,0,0,16,18
22/05/2023 12:22,11.4,11.4,22.3,22.2,22.3,23.0,50,0,16,18
22/05/2023 12:23,11.5,11.4,22.5,22.3,22.2,23.0,0,0,16,18
22/05/2023 12:24,11.4,11.5,22.4,22.3,22.2,23.0,50,0,16,18
22/05/2023 12:25,11.5,11.4,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 12:26,11.4,11.5,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 12:27,11.5,11.4,22.3,22.2,22.3,23.1,0,0,16,18
22/05/2023 12:28,11.5,11.5,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:29,11.8,11.5,22.3,22.3,22.2,22.9,0,0,16,18
22/05/2023 12:30,11.4,11.8,22.4,22.4,22.2,23.0,0,0,16,18
22/05/2023 12:31,11.6,11.4,22.3,22.3,22.2,23.0,50,0,16,18
22/05/2023 12:32,11.6,11.6,22.3,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:33,11.7,11.6,22.3,22.3,22.3,23.0,50,0,16,18
22/05/2023 12:34,11.7,11.7,22.2,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:35,11.8,11.7,22.3,22.3,22.2,23.1,50,0,16,18
22/05/2023 12:36,11.7,11.8,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 12:37,11.6,11.7,22.4,22.4,22.3,23.0,50,0,16,18
22/05/2023 12:38,11.8,11.6,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 12:39,11.8,11.8,22.3,22.3,22.2,23.0,50,0,16,18
22/05/2023 12:40,11.7,11.8,22.3,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:41,11.7,11.7,22.3,22.2,22.2,23.0,0,0,16,18
22/05/2023 12:42,11.9,11.7,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 12:43,11.8,11.9,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 12:44,11.9,11.8,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 12:45,11.8,11.9,22.3,22.4,22.2,23.1,0,0,16,18
22/05/2023 12:46,11.9,11.8,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 12:47,12.1,11.9,22.3,22.5,22.2,23.0,0,0,16,18
22/05/2023 12:48,12.0,12.1,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 12:49,12.1,12.0,22.5,22.4,22.2,23.0,0,0,16,18
22/05/2023 12:50,12.0,12.1,22.5,22.3,22.3,23.0,0,0,16,18
22/05/2023 12:51,12.2,12.0,22.3,22.3,22.3,22.9,50,0,16,18
22/05/2023 12:52,12.1,12.2,22.4,22.4,22.3,23.0,0,0,16,18
22/05/2023 12:53,12.0,12.1,22.3,22.2,22.2,23.0,50,0,16,18
22/05/2023 12:54,12.1,12.0,22.3,22.3,22.2,23.1,0,0,16,18
22/05/2023 12:55,12.2,12.1,22.2,22.3,22.3,23.0,50,0,16,18
22/05/2023 12:56,12.0,12.2,22.3,22.3,22.4,23.0,0,0,16,18
22/05/2023 12:57,12.0,12.0,22.4,22.4,22.2,23.1,50,0,16,18
22/05/2023 12:58,12.2,12.0,22.4,22.4,22.1,22.9,0,0,16,18
22/05/2023 12:59,12.5,12.2,22.3,22.4,22.2,23.1,50,0,16,18
22/05/2023 13:00,12.2,12.5,22.4,22.4,22.2,23.0,0,0,16,18
22/05/2023 13:01,12.3,12.2,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:02,12.3,12.3,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 13:03,12.4,12.3,22.3,22.4,22.3,23.0,0,0,16,18
22/05/2023 13:04,12.3,12.4,22.4,22.5,22.2,23.0,50,0,16,18
22/05/2023 13:05,12.4,12.3,22.2,22.5,22.2,23.0,0,0,16,18
22/05/2023 13:06,12.2,12.4,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 13:07,12.3,12.2,22.4,22.3,22.2,23.0,0,0,16,18
22/05/2023 13:08,12.3,12.3,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 13:09,12.4,12.3,22.2,22.4,22.3,23.0,0,0,16,18
22/05/2023 13:10,12.2,12.4,22.2,22.3,22.3,23.0,50,0,16,18
22/05/2023 13:11,12.5,12.2,22.3,22.3,22.2,23.0,0,0,16,18
22/05/2023 13:12,12.2,12.5,22.3,22.4,22.2,23.0,0,0,16,18
22/05/2023 13:13,12.4,12.2,22.3,22.4,22.2,22.9,50,0,16,18
22/05/2023 13:14,12.5,12.4,22.2,22.4,22.3,22.9,0,0,16,18
22/05/2023 13:15,12.4,12.5,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 13:16,12.5,12.4,22.2,22.4,22.3,23.0,0,0,16,18
22/05/2023 13:17,12.5,12.5,22.2,22.4,22.3,23.0,50,0,16,18
22/05/2023 13:18,12.5,12.5,22.3,22.3,22.2,23.0,0,0,16,18
22/05/2023 13:19,12.6,12.5,22.3,22.5,22.3,23.0,50,0,16,18
22/05/2023 13:20,12.4,12.6,22.3,22.3,22.2,23.0,0,0,16,18
22/05/2023 13:21,12.7,12.4,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 13:22,12.3,12.7,22.4,22.5,22.1,23.0,50,0,16,18
22/05/2023 13:23,12.6,12.3,22.3,22.4,22.1,23.0,0,0,16,18
22/05/2023 13:24,12.6,12.6,22.2,22.3,22.3,23.0,50,0,16,18
22/05/2023 13:25,12.7,12.6,22.1,22.3,22.2,23.0,0,0,16,18
22/05/2023 13:26,12.6,12.7,22.2,22.3,22.2,23.0,50,0,16,18
22/05/2023 13:27,12.7,12.6,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 13:28,12.8,12.7,22.2,22.4,22.2,23.1,50,0,16,18
22/05/2023 13:29,12.7,12.8,22.3,22.4,22.3,23.0,0,0,16,18
