Date,Refrigerated_1,Refrigerated_2,HotGasPipe,LiquidPipe,SuctionPipe,Environment,EnergyKWh,Door,setpoint_min,setpoint_max
22/05/2023 13:30,12.7,12.7,22.2,22.2,22.2,23.0,0,0,16,18
22/05/2023 13:31,12.7,12.7,22.4,22.3,22.3,23.0,50,0,16,18
22/05/2023 13:32,12.9,12.7,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 13:33,12.8,12.9,22.3,22.3,22.3,23.0,50,0,16,18
22/05/2023 13:34,12.9,12.8,22.2,22.5,22.2,23.0,0,0,16,18
22/05/2023 13:35,12.8,12.9,22.3,22.5,22.3,23.1,50,0,16,18
22/05/2023 13:36,12.7,12.8,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:37,12.8,12.7,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 13:38,12.8,12.8,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:39,12.9,12.8,22.3,22.4,22.3,23.1,50,0,16,18
22/05/2023 13:40,12.8,12.9,22.4,22.4,22.3,23.0,0,0,16,18
22/05/2023 13:41,12.9,12.8,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 13:42,13.0,12.9,22.3,22.5,22.2,23.1,50,0,16,18
22/05/2023 13:43,13.1,13.0,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:44,12.9,13.1,22.2,22.5,22.3,23.1,0,0,16,18
22/05/2023 13:45,13.0,12.9,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:46,13.2,13.0,22.3,22.4,22.2,23.0,50,0,16,18
22/05/2023 13:47,13.1,13.2,22.2,22.4,22.3,23.1,0,0,16,18
22/05/2023 13:48,13.1,13.1,22.3,22.5,22.3,23.1,50,0,16,18
22/05/2023 13:49,13.0,13.1,22.3,22.4,22.2,23.0,0,0,16,18
22/05/2023 13:50,13.1,13.0,22.3,22.5,22.3,23.1,50,0,16,18
22/05/2023 13:51,13.1,13.1,22.5,22.5,22.3,23.1,0,0,16,18
22/05/2023 13:52,13.0,13.1,22.4,22.3,22.2,23.1,50,0,16,18
22/05/2023 13:53,13.2,13.0,22.4,22.4,22.2,23.1,0,0,16,18
22/05/2023 13:54,13.2,13.2,22.4,22.4,22.3,23.0,0,0,16,18
22/05/2023 13:55,13.2,13.2,22.4,22.5,22.3,23.1,50,0,16,18
22/05/2023 13:56,13.3,13.2,22.3,22.4,22.4,23.2,0,0,16,18
22/05/2023 13:57,13.2,13.3,22.3,22.5,22.3,23.1,50,0,16,18
22/05/2023 13:58,13.2,13.2,22.3,22.3,22.4,23.1,0,0,16,18
22/05/2023 13:59,13.2,13.2,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 14:00,13.3,13.2,22.4,22.5,22.3,23.1,0,0,16,18
22/05/2023 14:01,13.3,13.3,22.3,22.3,22.3,23.0,50,0,16,18
22/05/2023 14:02,13.3,13.3,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 14:03,13.4,13.3,22.3,22.4,22.2,22.9,50,0,16,18
22/05/2023 14:04,13.4,13.4,22.3,22.3,22.2,22.9,0,0,16,18
22/05/2023 14:05,13.5,13.4,22.2,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:06,13.3,13.5,22.4,22.2,22.3,23.0,50,0,16,18
22/05/2023 14:07,13.5,13.3,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 14:08,13.4,13.5,22.2,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:09,13.5,13.4,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 14:10,13.5,13.5,22.3,22.3,22.2,23.0,50,0,16,18
22/05/2023 14:11,13.3,13.5,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 14:12,13.5,13.3,22.2,22.4,22.2,23.1,50,0,16,18
22/05/2023 14:13,13.5,13.5,22.3,22.4,22.2,23.1,0,0,16,18
22/05/2023 14:14,13.5,13.5,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:15,13.5,13.5,22.4,22.3,22.3,23.2,50,0,16,18
22/05/2023 14:16,13.5,13.5,22.3,22.4,22.4,23.1,0,0,16,18
22/05/2023 14:17,13.6,13.5,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 14:18,13.6,13.6,22.3,22.5,22.2,23.1,0,0,16,18
22/05/2023 14:19,13.6,13.6,22.4,22.3,22.2,23.1,50,0,16,18
22/05/2023 14:20,13.4,13.6,22.4,22.4,22.2,23.2,0,0,16,18
22/05/2023 14:21,13.5,13.4,22.4,22.4,22.3,23.2,50,0,16,18
22/05/2023 14:22,13.5,13.5,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:23,13.7,13.5,22.3,22.3,22.2,23.1,0,0,16,18
22/05/2023 14:24,13.7,13.7,22.2,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:25,13.8,13.7,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:26,13.7,13.8,22.3,22.4,22.2,23.2,50,0,16,18
22/05/2023 14:27,13.7,13.7,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 14:28,13.6,13.7,22.3,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:29,13.7,13.6,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:30,13.8,13.7,22.4,22.4,22.2,23.2,50,0,16,18
22/05/2023 14:31,13.8,13.8,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 14:32,13.8,13.8,22.4,22.4,22.2,23.1,50,0,16,18
22/05/2023 14:33,13.8,13.8,22.4,22.4,22.4,23.3,0,0,16,18
22/05/2023 14:34,13.7,13.8,22.3,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:35,13.7,13.7,22.3,22.3,22.3,23.2,50,0,16,18
22/05/2023 14:36,13.8,13.7,22.4,22.4,22.2,23.1,0,0,16,18
22/05/2023 14:37,13.6,13.8,22.3,22.5,22.5,23.2,50,0,16,18
22/05/2023 14:38,13.8,13.6,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:39,13.8,13.8,22.4,22.4,22.3,23.2,50,0,16,18
22/05/2023 14:40,13.8,13.8,22.5,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:41,13.9,13.8,22.5,22.4,22.3,23.2,50,0,16,18
22/05/2023 14:42,13.9,13.9,22.4,22.3,22.4,23.1,0,0,16,18
22/05/2023 14:43,13.8,13.9,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:44,13.9,13.8,22.4,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:45,14.0,13.9,22.4,22.3,22.2,23.0,0,0,16,18
22/05/2023 14:46,14.0,14.0,22.5,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:47,14.0,14.0,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:48,13.9,14.0,22.5,22.3,22.3,23.2,50,0,16,18
22/05/2023 14:49,13.8,13.9,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:50,13.8,13.8,22.3,22.3,22.3,23.2,50,0,16,18
22/05/2023 14:51,14.1,13.8,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 14:52,14.0,14.1,22.4,22.4,22.3,23.1,50,0,16,18
22/05/2023 14:53,14.2,14.0,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:54,14.1,14.2,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 14:55,14.1,14.1,22.2,22.4,22.2,23.2,50,0,16,18
22/05/2023 14:56,14.0,14.1,22.4,22.5,22.2,23.1,0,0,16,18
22/05/2023 14:57,14.2,14.0,22.5,22.3,22.3,23.0,50,0,16,18
22/05/2023 14:58,14.3,14.2,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 14:59,14.0,14.3,22.5,22.4,22.3,23.1,50,0,16,18
22/05/2023 15:00,14.2,14.0,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 15:01,14.2,14.2,22.5,22.4,22.3,23.0,50,0,16,18
22/05/2023 15:02,14.2,14.2,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 15:03,14.5,14.2,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:04,14.5,14.5,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 15:05,14.3,14.5,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 15:06,14.2,14.3,22.5,22.3,22.2,23.1,50,0,16,18
22/05/2023 15:07,14.3,14.2,22.3,22.5,22.4,23.0,0,0,16,18
22/05/2023 15:08,14.15,14.3,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 15:09,14.0,14.0,22.35,22.3,22.25,23.0,0,0,16,18
22/05/2023 15:10,14.2,14.1,22.4,22.3,22.2,23.05,50,0,16,18
22/05/2023 15:11,14.1,14.2,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 15:12,14.3,14.1,22.3,22.3,22.3,23.0,50,0,16,18
22/05/2023 15:13,14.0,14.3,22.3,22.3,22.2,23.0,0,0,16,18
22/05/2023 15:14,14.4,14.0,22.3,22.3,22.3,23.2,0,0,16,18
22/05/2023 15:15,14.3,14.4,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 15:16,14.3,14.3,22.5,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:17,14.2,14.3,22.5,22.4,22.4,23.1,50,0,16,18
22/05/2023 15:18,14.4,14.2,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:19,14.4,14.4,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 15:20,14.2,14.4,22.3,22.4,22.3,23.1,0,0,16,18
22/05/2023 15:21,14.3,14.2,22.3,22.3,22.3,23.2,50,0,16,18
22/05/2023 15:22,14.5,14.3,22.3,22.3,22.4,23.2,0,0,16,18
22/05/2023 15:23,14.4,14.5,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:24,14.6,14.4,22.5,22.3,22.2,23.1,50,0,16,18
22/05/2023 15:25,14.4,14.6,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 15:26,14.5,14.4,22.4,22.3,22.3,23.0,50,0,16,18
22/05/2023 15:27,14.4,14.5,22.5,22.3,22.3,23.2,0,0,16,18
22/05/2023 15:28,14.5,14.4,22.5,22.4,22.2,23.0,50,0,16,18
22/05/2023 15:29,14.6,14.5,22.4,22.4,22.4,23.1,0,0,16,18
22/05/2023 15:30,14.6,14.6,22.5,22.3,22.3,23.1,50,0,16,18
22/05/2023 15:31,14.5,14.6,22.5,22.3,22.2,23.1,0,0,16,18
22/05/2023 15:32,14.5,14.5,22.4,22.4,22.3,23.0,50,0,16,18
22/05/2023 15:33,14.5,14.5,22.3,22.2,22.3,23.1,0,0,16,18
22/05/2023 15:34,14.4,14.5,22.4,22.3,22.3,23.0,50,0,16,18
22/05/2023 15:35,14.6,14.4,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 15:36,14.5,14.6,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:37,14.6,14.5,22.4,22.3,22.3,23.2,50,0,16,18
22/05/2023 15:38,14.7,14.6,22.5,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:39,14.7,14.7,22.5,22.3,22.3,23.1,50,0,16,18
22/05/2023 15:40,14.6,14.7,22.3,22.2,22.4,23.2,0,0,16,18
22/05/2023 15:41,14.7,14.6,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 15:42,14.7,14.7,22.4,22.4,22.4,23.0,0,0,16,18
22/05/2023 15:43,14.7,14.7,22.5,22.4,22.4,23.1,50,0,16,18
22/05/2023 15:44,14.7,14.7,22.3,22.4,22.5,23.1,0,0,16,18
22/05/2023 15:45,14.7,14.7,22.4,22.2,22.3,23.1,50,0,16,18
22/05/2023 15:46,14.7,14.7,22.5,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:47,14.6,14.7,22.3,22.3,22.3,23.2,0,0,16,18
22/05/2023 15:48,14.7,14.6,22.4,22.3,22.3,23.2,50,0,16,18
22/05/2023 15:49,14.6,14.7,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 15:50,14.7,14.6,22.4,22.4,22.3,23.2,50,0,16,18
22/05/2023 15:51,14.7,14.7,22.3,22.3,22.4,23.2,0,0,16,18
22/05/2023 15:52,14.7,14.7,22.4,22.3,22.4,23.1,50,0,16,18
22/05/2023 15:53,14.9,14.7,22.4,22.1,22.3,23.1,0,0,16,18
22/05/2023 15:54,14.9,14.9,22.4,22.3,22.4,23.1,50,0,16,18
22/05/2023 15:55,14.8,14.9,22.5,22.3,22.3,23.1,0,0,16,18
22/05/2023 15:56,14.8,14.8,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 15:57,14.8,14.8,22.3,22.4,22.4,23.2,0,0,16,18
22/05/2023 15:58,14.8,14.8,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 15:59,14.8,14.8,22.5,22.4,22.3,23.0,50,0,16,18
22/05/2023 16:00,14.9,14.8,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 16:01,15.0,14.9,22.5,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:02,14.9,15.0,22.3,22.3,22.4,23.1,0,0,16,18
22/05/2023 16:03,14.8,14.9,22.5,22.4,22.2,23.2,50,0,16,18
22/05/2023 16:04,14.8,14.8,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 16:05,14.8,14.8,22.4,22.4,22.3,23.1,50,0,16,18
22/05/2023 16:06,14.8,14.8,22.5,22.3,22.3,23.0,0,0,16,18
22/05/2023 16:07,14.9,14.8,22.4,22.4,22.3,23.1,50,0,16,18
22/05/2023 16:08,14.9,14.9,22.4,22.3,22.4,23.1,0,0,16,18
22/05/2023 16:09,14.8,14.9,22.4,22.3,22.4,23.1,50,0,16,18
22/05/2023 16:10,14.9,14.8,22.4,22.3,22.2,23.1,0,0,16,18
22/05/2023 16:11,15.0,14.9,22.4,22.2,22.3,23.1,0,0,16,18
22/05/2023 16:12,14.9,15.0,22.4,22.4,22.4,23.1,50,0,16,18
22/05/2023 16:13,15.1,14.9,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 16:14,14.9,15.1,22.4,22.3,22.4,23.2,50,0,16,18
22/05/2023 16:15,14.9,14.9,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 16:16,14.9,14.9,22.3,22.4,22.3,23.0,50,0,16,18
22/05/2023 16:17,15.1,14.9,22.4,22.3,22.4,23.3,0,0,16,18
22/05/2023 16:18,14.8,15.1,22.5,22.3,22.3,23.3,50,0,16,18
22/05/2023 16:19,15.0,14.8,22.5,22.4,22.3,23.2,0,0,16,18
22/05/2023 16:20,15.0,15.0,22.4,22.5,22.3,23.2,50,0,16,18
22/05/2023 16:21,15.1,15.0,22.4,22.3,22.4,23.2,0,0,16,18
22/05/2023 16:22,15.1,15.1,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:23,15.1,15.1,22.3,22.3,22.3,23.2,0,0,16,18
22/05/2023 16:24,15.1,15.1,22.4,22.4,22.3,23.2,0,0,16,18
22/05/2023 16:25,15.2,15.1,22.3,22.3,22.3,23.3,50,0,16,18
22/05/2023 16:26,15.0,15.2,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 16:27,15.0,15.0,22.4,22.2,22.3,23.1,50,0,16,18
22/05/2023 16:28,15.1,15.0,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 16:29,15.2,15.1,22.4,22.5,22.4,23.1,50,0,16,18
22/05/2023 16:30,15.1,15.2,22.4,22.3,22.4,23.1,0,0,16,18
22/05/2023 16:31,15.4,15.1,22.3,22.3,22.3,23.2,50,0,16,18
22/05/2023 16:32,15.2,15.4,22.5,22.3,22.4,23.2,0,0,16,18
22/05/2023 16:33,15.1,15.2,22.4,22.4,22.4,23.2,50,0,16,18
22/05/2023 16:34,15.2,15.1,22.4,22.4,22.4,23.1,0,0,16,18
22/05/2023 16:35,15.2,15.2,22.5,22.4,22.3,23.1,0,0,16,18
22/05/2023 16:36,15.2,15.2,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:37,15.3,15.2,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 16:38,15.3,15.3,22.4,22.3,22.4,23.2,50,0,16,18
22/05/2023 16:39,15.2,15.3,22.4,22.3,22.4,23.2,0,0,16,18
22/05/2023 16:40,15.4,15.2,22.4,22.4,22.4,23.2,50,0,16,18
22/05/2023 16:41,15.4,15.4,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 16:42,15.4,15.4,22.5,22.4,22.3,23.2,50,0,16,18
22/05/2023 16:43,15.2,15.4,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 16:44,15.2,15.2,22.4,22.2,22.4,23.1,0,0,16,18
22/05/2023 16:45,15.2,15.2,22.4,22.4,22.3,23.2,50,0,16,18
22/05/2023 16:46,15.4,15.2,22.4,22.4,22.4,23.1,0,0,16,18
22/05/2023 16:47,15.3,15.4,22.3,22.3,22.4,23.1,50,0,16,18
22/05/2023 16:48,15.3,15.3,22.4,22.4,22.3,23.0,0,0,16,18
22/05/2023 16:49,15.3,15.3,22.4,22.4,22.4,23.1,50,0,16,18
22/05/2023 16:50,15.4,15.3,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 16:51,15.4,15.4,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:52,15.3,15.4,22.4,22.4,22.4,23.1,0,0,16,18
22/05/2023 16:53,15.4,15.3,22.5,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:54,15.5,15.4,22.3,22.3,22.4,23.1,0,0,16,18
22/05/2023 16:55,15.3,15.5,22.4,22.2,22.4,23.0,0,0,16,18
22/05/2023 16:56,15.4,15.3,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 16:57,15.3,15.4,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 16:58,15.5,15.3,22.5,22.2,22.3,23.1,50,0,16,18
22/05/2023 16:59,15.4,15.5,22.4,22.4,22.3,23.1,0,0,16,18
22/05/2023 17:00,15.5,15.4,22.3,22.3,22.4,23.0,50,0,16,18
22/05/2023 17:01,15.4,15.5,22.4,22.3,22.3,23.0,0,0,16,18
22/05/2023 17:02,15.5,15.4,22.3,22.4,22.4,23.0,50,0,16,18
22/05/2023 17:03,15.4,15.5,22.4,22.3,22.3,23.1,0,0,16,18
22/05/2023 17:04,15.6,15.4,22.3,22.5,22.3,23.1,0,0,16,18
22/05/2023 17:05,15.4,15.6,22.4,22.4,22.2,23.1,0,0,16,18
22/05/2023 17:06,15.5,15.4,22.5,22.3,22.3,23.2,0,0,16,18
22/05/2023 17:07,15.7,15.5,22.4,22.4,22.4,23.0,50,0,16,18
22/05/2023 17:08,15.5,15.7,22.4,22.3,22.3,23.2,0,0,16,18
22/05/2023 17:09,15.4,15.5,22.4,22.2,22.3,23.1,50,0,16,18
22/05/2023 17:10,15.6,15.4,22.3,22.3,22.3,23.1,0,0,16,18
22/05/2023 17:11,15.5,15.6,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 17:12,15.5,15.5,22.2,22.2,22.4,23.0,0,0,16,18
22/05/2023 17:13,15.7,15.5,22.1,22.3,22.3,23.0,50,0,16,18
22/05/2023 17:14,15.5,15.7,22.4,22.3,22.4,23.1,0,0,16,18
22/05/2023 17:15,15.5,15.5,22.4,22.2,22.2,23.0,0,0,16,18
22/05/2023 17:16,15.5,15.5,22.3,22.3,22.2,23.1,50,0,16,18
22/05/2023 17:17,15.5,15.5,22.3,22.3,22.3,23.0,0,0,16,18
22/05/2023 17:18,15.7,15.5,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 17:19,15.8,15.7,22.3,22.4,22.4,23.1,0,0,16,18
22/05/2023 17:20,15.6,15.8,22.2,22.3,22.3,23.0,50,0,16,18
22/05/2023 17:21,15.7,15.6,22.4,22.4,22.3,23.0,0,0,16,18
22/05/2023 17:22,15.7,15.7,22.3,22.3,22.2,23.1,50,0,16,18
22/05/2023 17:23,15.7,15.7,22.3,22.2,22.3,23.0,0,0,16,18
22/05/2023 17:24,15.7,15.7,22.2,22.4,22.4,23.0,0,0,16,18
22/05/2023 17:25,15.6,15.7,22.3,22.3,22.3,23.1,50,0,16,18
22/05/2023 17:26,15.8,15.6,22.3,22.4,22.4,23.1,0,0,16,18
22/05/2023 17:27,15.6,15.8,22.4,22.3,22.3,23.1,50,0,16,18
22/05/2023 17:28,15.6,15.6,22.4,22.2,22.2,23.1,0,0,16,18
22/05/2023 17:29,15.7,15.6,22.3,22.3,22.3,23.0,50,0,16,18
22/05/2023 17:30,15.7,15.7,22.4,22.3,22.4,23.0,0,0,16,18
22/05/2023 17:31,9.6,15.7,23.8,23.0,22.2,22.8,250,0,16,18
22/05/2023 17:32,6.8,9.6,32.9,28.6,19.1,23.2,1000,0,16,18
22/05/2023 17:33,1.4,6.8,44.6,32.4,17.9,26.1,950,0,16,18
22/05/2023 17:34,-1.4,1.4,49.1,32.6,15.1,25.4,950,0,16,18
22/05/2023 17:35,-2.5,-1.4,52.0,34.2,12.8,26.3,1000,0,16,18
22/05/2023 17:36,-2.2,-2.5,54.1,34.4,11.5,26.0,900,0,16,18
22/05/2023 17:37,-4.8,-2.2,55.0,34.1,9.6,26.1,1000,0,16,18
22/05/2023 17:38,1.3,-4.8,54.3,32.3,6.7,25.4,850,0,16,18
22/05/2023 17:39,3.1,1.3,53.5,32.2,7.5,25.2,50,0,12,14
22/05/2023 17:40,-2.6,3.1,50.1,32.9,10.8,26.3,250,0,12,14
22/05/2023 17:41,-3.8,-2.6,48.8,31.9,9.2,25.9,1000,0,12,14
22/05/2023 17:42,1.2,-3.8,47.4,29.6,6.7,24.8,950,0,12,14
22/05/2023 17:43,2.3,1.2,49.5,29.6,7.0,24.9,100,0,12,14
22/05/2023 17:44,4.0,2.3,46.2,28.9,8.3,24.6,50,0,12,14
22/05/2023 17:45,-2.9,4.0,46.9,30.3,10.1,25.5,750,0,12,14
22/05/2023 17:46,-5.2,-2.9,48.2,30.8,9.3,25.5,1000,0,12,14
22/05/2023 17:47,1.8,-5.2,48.8,29.3,6.8,25.1,200,0,12,14
22/05/2023 17:48,3.4,1.8,46.7,28.8,7.8,24.7,100,0,12,14
22/05/2023 17:49,-2.7,3.4,45.8,30.4,10.1,26.1,400,0,12,14
22/05/2023 17:50,-3.3,-2.7,47.0,30.2,10.1,25.8,900,0,12,14
22/05/2023 17:51,1.2,-3.3,48.3,29.3,6.7,24.9,600,0,12,14
22/05/2023 17:52,2.9,1.2,47.6,28.9,7.5,24.7,50,0,12,14
22/05/2023 17:53,-2.4,2.9,44.3,28.1,8.9,24.4,100,0,12,14
22/05/2023 17:54,-4.5,-2.4,45.8,30.4,9.2,26.0,900,0,12,14
22/05/2023 17:55,0.9,-4.5,46.9,29.2,6.8,24.7,900,0,12,14
22/05/2023 17:56,2.2,0.9,48.5,29.2,7.0,25.0,100,0,12,14
22/05/2023 17:57,3.5,2.2,45.4,28.7,8.2,24.7,50,0,12,14
22/05/2023 17:58,-2.3,3.5,44.7,29.6,10.4,26.0,450,0,12,14
22/05/2023 17:59,-4.4,-2.3,46.6,31.0,9.0,25.9,950,0,12,14
22/05/2023 18:00,1.4,-4.4,48.8,29.3,6.7,24.8,400,0,12,14
22/05/2023 18:01,3.0,1.4,47.4,28.8,7.8,24.6,50,0,12,14
22/05/2023 18:02,-2.0,3.0,43.3,28.0,8.9,24.1,100,0,12,14
22/05/2023 18:03,-2.2,-2.0,46.0,30.9,9.4,26.0,900,0,12,14
22/05/2023 18:04,1.0,-2.2,47.1,29.2,6.8,24.7,850,0,12,14
22/05/2023 18:05,2.3,1.0,48.6,29.2,7.2,24.8,50,0,12,14
22/05/2023 18:06,3.5,2.3,45.5,28.6,8.4,24.6,100,0,12,14
22/05/2023 18:07,-2.3,3.5,45.1,29.5,10.6,25.1,300,0,12,14
22/05/2023 18:08,-4.9,-2.3,47.8,30.8,9.2,26.1,1000,0,12,14
22/05/2023 18:09,1.2,-4.9,48.8,29.5,6.7,24.9,500,0,12,14
22/05/2023 18:10,2.8,1.2,47.5,28.9,7.7,24.7,100,0,12,14
22/05/2023 18:11,-1.2,2.8,43.9,28.3,10.7,24.6,50,0,12,14
22/05/2023 18:12,-3.1,-1.2,46.2,30.1,12.0,26.4,750,0,12,14
22/05/2023 18:13,0.9,-3.1,46.7,29.2,6.8,24.7,900,0,12,14
22/05/2023 18:14,1.9,0.9,49.0,29.1,7.1,24.9,150,0,12,14
22/05/2023 18:15,3.4,1.9,46.0,28.7,8.5,24.7,50,0,12,14
22/05/2023 18:16,-1.7,3.4,44.4,30.0,9.7,25.6,250,0,12,14
22/05/2023 18:17,-4.9,-1.7,46.8,31.1,9.1,26.3,950,0,12,14
22/05/2023 18:18,1.1,-4.9,49.0,29.6,6.8,25.0,650,0,12,14
22/05/2023 18:19,1.85,1.1,48.2,29.1,7.5,24.9,100,0,12,14
22/05/2023 18:20,2.6,2.6,46.4,28.85,8.15,24.7,50,0,12,14
22/05/2023 18:21,3.8,3.2,44.6,28.6,8.8,25.5,550,0,12,14
22/05/2023 18:22,-2.7,3.8,45.9,30.9,11.6,26.3,950,0,12,14
22/05/2023 18:23,1.2,-2.7,45.6,29.2,7.0,24.7,350,0,12,14
22/05/2023 18:24,1.7,1.2,49.3,29.4,7.0,25.1,50,0,12,14
22/05/2023 18:25,3.1,1.7,46.9,28.8,8.1,24.8,50,0,12,14
22/05/2023 18:26,-1.0,3.1,42.5,28.2,9.1,24.3,800,0,12,14
22/05/2023 18:27,-4.2,-1.0,46.9,30.5,10.3,26.1,950,0,12,14
22/05/2023 18:28,0.8,-4.2,48.5,29.3,6.8,24.9,50,0,12,14
22/05/2023 18:29,2.2,0.8,49.1,29.2,7.4,24.9,100,0,12,14
22/05/2023 18:30,3.4,2.2,45.6,28.7,8.6,24.7,200,0,12,14
22/05/2023 18:31,-1.5,3.4,44.3,29.7,10.8,26.0,850,0,12,14
22/05/2023 18:32,-3.9,-1.5,47.0,30.4,9.9,26.3,650,0,12,14
22/05/2023 18:33,1.2,-3.9,49.7,29.5,6.8,25.1,100,0,12,14
22/05/2023 18:34,2.6,1.2,48.3,29.2,7.8,25.1,50,0,12,14
22/05/2023 18:35,3.6,2.6,44.4,28.7,9.1,25.1,500,0,12,14
22/05/2023 18:36,-2.0,3.6,46.1,30.2,10.7,26.3,950,0,12,14
22/05/2023 18:37,0.9,-2.0,46.6,29.6,7.1,25.1,250,0,12,14
22/05/2023 18:38,1.7,0.9,49.8,29.7,7.1,25.2,100,0,12,14
22/05/2023 18:39,3.1,1.7,47.3,29.2,8.3,25.1,50,0,12,14
22/05/2023 18:40,-1.1,3.1,43.0,28.6,10.4,24.7,800,0,12,14
22/05/2023 18:41,-4.3,-1.1,46.2,31.6,10.9,26.1,950,0,12,14
22/05/2023 18:42,0.9,-4.3,48.9,29.9,6.8,25.2,100,0,12,14
22/05/2023 18:43,2.3,0.9,49.5,29.7,7.5,25.2,50,0,12,14
22/05/2023 18:44,3.3,2.3,46.1,29.2,8.6,25.1,150,0,12,14
22/05/2023 18:45,-2.3,3.3,44.6,31.0,10.9,26.2,1000,0,12,14
22/05/2023 18:46,-4.5,-2.3,47.8,31.5,9.8,26.1,600,0,12,14
22/05/2023 18:47,1.2,-4.5,50.0,29.8,7.0,25.4,50,0,12,14
22/05/2023 18:48,2.7,1.2,48.6,29.2,7.9,25.2,100,0,12,14
22/05/2023 18:49,3.6,2.7,44.7,28.8,9.2,24.9,350,0,12,14
22/05/2023 18:50,-3.2,3.6,45.3,30.3,10.3,26.7,950,0,12,14
22/05/2023 18:51,-4.4,-3.2,47.8,31.1,9.5,26.1,500,0,12,14
