,Refrigerated_1,Refrigerated_2,HotGasPipe,LiquidPipe,SuctionPipe,Environment,EnergyKWh,Door,Tankdruk,Verdampingsdruk,Verdampingstemperatuur,Condensatiedruk,Condensatietemperatuur,VerdamperFAN sturing,FDVerdamperInterval,VerdamperFAN MODE Control,FDVerdamperFanPulsenNodig,FDVerdamperFanPulsen,FDCondensorInterval,CondensorFAN MODE Control,CondensorFAN sturing,FDCondensorPulsen,FDCondensorPulsenNodig,Gewicht Opslagtank,Compessor,S1 Lekken,S1 Bijvullen,S2 Start,LekkenVullen MODE Control,Alarm State,Cel Temperatuur,Verwarming Interval,Verwarming MODE Control,Verwarming sturing,Verwarming PulsenNodig,Verwarming sturing PWM1,Verwarming Pulsen,Stuurstroom,OFF Koel ON Vries,Gewicht Target,Vloeistofklep dicht,HD Overstortklep,FD Bijvullen,Bijvullen Actief,Lekken Actief,Reset,FDlekkkenInterval,FDlekkkenPulsenNodig,FDlekkkenPulsen,FD Lekken aktief,FD Lekken Klaar,FD Bijvullen aktief,setpoint_min,setpoint_max
2023-05-22 14:04:30,13.375,13.3,22.3,22.375,22.225,22.924999999999997,37.5,0.0,11.6,4.1,-5.9,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:04:45,13.4,13.3,22.3,22.4,22.2,22.9,50.0,0.0,11.6,4.1,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:05:00,13.4,13.325,22.3,22.375,22.2,22.9,37.5,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:05:15,13.4,13.35,22.3,22.35,22.2,22.9,25.0,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:05:30,13.4,13.375,22.3,22.325,22.2,22.9,12.5,0.0,11.6,4.0,-5.9,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:05:45,13.4,13.4,22.3,22.3,22.2,22.9,0.0,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:06:00,13.425,13.4,22.275,22.325,22.225,22.95,0.0,0.0,11.6,4.0,-6.0,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:06:15,13.45,13.4,22.25,22.35,22.25,23.0,0.0,0.0,11.6,4.1,-5.8,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:06:30,13.475,13.4,22.225,22.375,22.275,23.05,0.0,0.0,11.6,4.0,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:07:00,13.45,13.425,22.25,22.35,22.3,23.075000000000003,12.5,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:06:45,13.5,13.4,22.2,22.4,22.3,23.1,0.0,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:07:15,13.4,13.45,22.299999999999997,22.299999999999997,22.3,23.05,25.0,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:07:30,13.35,13.475,22.35,22.25,22.3,23.025,37.5,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:07:45,13.3,13.5,22.4,22.2,22.3,23.0,50.0,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:08:00,13.35,13.45,22.375,22.225,22.3,23.025,37.5,0.0,11.6,4.0,-6.0,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:08:15,13.4,13.4,22.35,22.25,22.3,23.05,25.0,0.0,11.6,4.1,-5.8,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:08:30,13.45,13.35,22.325,22.275,22.3,23.075000000000003,12.5,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:08:45,13.5,13.3,22.3,22.3,22.3,23.1,0.0,0.0,11.6,4.0,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:09:00,13.475,13.35,22.275,22.325,22.3,23.1,12.5,0.0,11.6,4.1,-5.8,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:09:15,13.45,13.4,22.25,22.35,22.3,23.1,25.0,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:09:30,13.425,13.45,22.225,22.375,22.3,23.1,37.5,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:09:45,13.4,13.5,22.2,22.4,22.3,23.1,50.0,0.0,11.6,4.1,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:10:00,13.425,13.475,22.25,22.375,22.3,23.1,37.5,0.0,11.6,4.0,-5.9,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:10:15,13.45,13.45,22.299999999999997,22.35,22.3,23.1,25.0,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:10:30,13.475,13.425,22.35,22.325,22.3,23.1,12.5,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:11:00,13.5,13.425,22.375,22.3,22.275,23.075000000000003,12.5,0.0,11.6,4.1,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:10:45,13.5,13.4,22.4,22.3,22.3,23.1,0.0,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:11:30,13.5,13.475,22.325,22.3,22.225,23.025,37.5,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:11:15,13.5,13.45,22.35,22.3,22.25,23.05,25.0,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:11:45,13.5,13.5,22.3,22.3,22.2,23.0,50.0,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:12:00,13.45,13.5,22.3,22.3,22.225,23.025,37.5,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:12:15,13.4,13.5,22.3,22.3,22.25,23.05,25.0,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:12:30,13.35,13.5,22.3,22.3,22.275,23.075000000000003,12.5,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:12:45,13.3,13.5,22.3,22.3,22.3,23.1,0.0,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:13:00,13.35,13.45,22.275,22.325,22.275,23.1,12.5,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:13:15,13.4,13.4,22.25,22.35,22.25,23.1,25.0,0.0,11.6,4.0,-5.9,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:13:30,13.45,13.35,22.225,22.375,22.225,23.1,37.5,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:14:00,13.5,13.35,22.225,22.4,22.2,23.1,37.5,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:13:45,13.5,13.3,22.2,22.4,22.2,23.1,50.0,0.0,11.6,4.1,-5.8,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:14:15,13.5,13.4,22.25,22.4,22.2,23.1,25.0,0.0,11.6,4.0,-6.0,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:14:30,13.5,13.45,22.275,22.4,22.2,23.1,12.5,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:14:45,13.5,13.5,22.3,22.4,22.2,23.1,0.0,0.0,11.6,4.0,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:15:00,13.5,13.5,22.325,22.4,22.225,23.1,0.0,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:15:15,13.5,13.5,22.35,22.4,22.25,23.1,0.0,0.0,11.6,4.0,-5.9,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:15:30,13.5,13.5,22.375,22.4,22.275,23.1,0.0,0.0,11.6,4.0,-6.0,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:16:00,13.5,13.5,22.4,22.375,22.3,23.125,12.5,0.0,11.6,4.1,-5.8,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:15:45,13.5,13.5,22.4,22.4,22.3,23.1,0.0,0.0,11.6,4.0,-6.1,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:16:15,13.5,13.5,22.4,22.35,22.3,23.15,25.0,0.0,11.6,4.0,-5.9,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:16:30,13.5,13.5,22.4,22.325,22.3,23.175,37.5,0.0,11.6,4.0,-5.9,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:16:45,13.5,13.5,22.4,22.3,22.3,23.2,50.0,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:17:00,13.5,13.5,22.375,22.325,22.325,23.175,37.5,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:17:15,13.5,13.5,22.35,22.35,22.35,23.15,25.0,0.0,11.6,4.1,-5.9,11.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:17:30,13.5,13.5,22.325,22.375,22.375,23.125,12.5,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:17:45,13.5,13.5,22.3,22.4,22.4,23.1,0.0,0.0,11.6,4.1,-5.8,11.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:18:00,13.525,13.5,22.3,22.375,22.375,23.1,12.5,0.0,11.6,4.0,-6.0,11.4,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:18:15,13.55,13.5,22.3,22.35,22.35,23.1,25.0,0.0,11.6,4.0,-6.0,11.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:18:30,13.575,13.5,22.3,22.325,22.325,23.1,37.5,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:18:45,13.6,13.5,22.3,22.3,22.3,23.1,50.0,0.0,11.6,4.0,-6.0,11.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
2023-05-22 14:19:00,13.6,13.525,22.3,22.35,22.275,23.1,37.5,0.0,11.6,4.1,-5.8,11.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.8,20.0,0.0,0.0,0.0,0.0,16,18
