Time,Tankdruk,Verdampingsdruk,Verdampingstemperatuur,Condensatiedruk,Condensatietemperatuur,VerdamperFAN sturing,FDVerdamperInterval,VerdamperFAN MODE Control,FDVerdamperFanPulsenNodig,FDVerdamperFanPulsen,FDCondensorInterval,CondensorFAN MODE Control,CondensorFAN sturing,FDCondensorPulsen,FDCondensorPulsenNodig,Gewicht Opslagtank,Compessor,S1 Lekken,S1 Bijvullen,S2 Start,LekkenVullen MODE Control,Alarm State,Cel Temperatuur,Verwarming Interval,Verwarming MODE Control,Verwarming sturing,Verwarming PulsenNodig,Verwarming sturing PWM1,Verwarming Pulsen,Stuurstroom,OFF Koel ON Vries,Gewicht Target,Vloeistofklep dicht,HD Overstortklep,FD Bijvullen,Bijvullen Actief,Lekken Actief,Reset,FDlekkkenInterval,FDlekkkenPulsenNodig,FDlekkkenPulsen,FD Lekken aktief,FD Lekken Klaar,FD Bijvullen aktief,Deurschakelaar,Deurcilinder,Deurmagneet,CondensorSchuif Interval,Condensor schuif,CondensorSchuif MODE Control,CondensorSchuif PulsenNodig,CondensorSchuif Pulsen,Seconden Aan Pulse (sec),Seconden Uit Pulse,Capaciteit_Regeling,label,Verdamperblokade
2025-06-04 13:21:30,7.2,1.3,-26.6,15.3,35.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:21:45,7.2,1.7,-23.0,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:22:00,7.2,1.9,-21.7,15.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:22:15,7.2,1.2,-27.6,16.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:22:30,7.3,0.9,-31.8,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:22:45,7.3,0.7,-34.2,16.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:23:00,7.3,0.8,-33.1,16.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:23:15,7.3,0.9,-32.1,15.8,36.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:23:30,7.3,0.9,-31.5,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:23:45,7.3,1.0,-31.0,16.5,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:24:00,7.3,1.0,-30.3,16.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:24:15,7.3,1.1,-29.6,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:24:30,7.4,1.1,-29.2,16.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:24:45,7.4,1.1,-29.5,16.5,38.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.1,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:25:00,7.4,1.1,-29.3,16.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:25:15,7.4,1.1,-29.1,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:25:30,7.4,1.1,-29.3,16.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:25:45,7.4,1.0,-29.9,16.3,37.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.5,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:26:00,7.4,1.0,-30.5,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:26:15,7.5,1.0,-31.0,16.3,37.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:26:30,7.5,0.9,-31.2,16.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.2,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:26:45,7.5,0.9,-31.9,16.3,37.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:27:00,7.5,0.9,-31.9,16.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:27:15,7.5,0.9,-32.1,16.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:27:30,7.5,0.8,-32.5,16.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:27:45,7.5,0.8,-32.9,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:28:00,7.6,0.8,-33.1,16.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:28:15,7.6,0.8,-33.3,16.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:28:30,7.6,1.0,-30.7,15.6,35.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:28:45,7.6,1.1,-29.6,15.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:29:00,7.6,1.1,-28.8,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:29:15,7.6,1.2,-28.4,14.9,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:29:30,7.7,1.2,-27.8,15.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:29:45,7.7,1.3,-26.9,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:30:00,7.7,1.3,-26.8,15.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:30:15,7.7,1.4,-26.1,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:30:30,7.7,1.4,-25.8,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:30:45,7.7,1.4,-25.6,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:31:00,7.7,1.5,-25.3,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:31:15,7.7,1.5,-24.9,14.9,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:31:30,7.7,1.6,-24.5,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:31:45,7.7,1.6,-24.2,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:32:00,7.7,1.6,-24.3,14.9,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:32:15,7.7,1.6,-23.8,14.8,33.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:32:30,7.7,1.6,-23.9,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:32:45,7.7,1.7,-23.3,14.7,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:33:00,7.7,1.7,-23.4,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:33:15,7.7,1.7,-23.1,14.7,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:33:30,7.7,1.7,-22.9,14.7,33.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:33:45,7.8,1.7,-22.8,14.7,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:34:00,7.8,1.0,-31.0,15.9,36.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:34:15,7.8,0.7,-34.3,15.7,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:34:30,7.8,0.8,-33.5,15.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:34:45,7.8,0.8,-33.3,15.8,36.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:35:00,7.8,0.8,-32.4,15.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:35:15,7.8,0.9,-31.4,16.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:35:30,7.8,0.9,-31.0,16.3,37.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:35:45,7.8,1.0,-30.5,16.3,37.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:36:00,7.8,1.0,-30.6,16.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
2025-06-04 13:36:15,7.8,1.0,-30.5,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.7,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,0.0,0
