Date,Refrigerated_1,Refrigerated_2,HotGasPipe,LiquidPipe,SuctionPipe,Environment,EnergyKWh,Door,Time
2023-05-02 00:00:00,-2.6,3.6,29.6,27.9,16.3,22.0,150.0,0.0,2
2023-05-02 00:01:00,0.0,-2.6,39.6,29.7,11.2,22.2,750.0,0.0,5
2023-05-02 00:02:00,0.4,0.0,41.8,29.4,10.0,22.2,100.0,0.0,8
2023-05-02 00:03:00,1.1,0.4,39.6,28.7,10.3,22.0,50.0,0.0,11
2023-05-02 00:04:00,1.5,1.1,36.9,28.1,11.2,22.2,100.0,0.0,14
2023-05-02 00:05:00,1.7,1.5,34.5,27.7,12.0,22.2,0.0,0.0,17
2023-05-02 00:06:00,2.0,1.7,32.6,27.3,12.8,22.1,100.0,0.0,20
2023-05-02 00:07:00,2.4,2.0,31.0,27.2,13.6,22.2,50.0,0.0,23
2023-05-02 00:08:00,2.5,2.4,30.0,27.0,14.3,22.1,100.0,0.0,26
2023-05-02 00:09:00,2.7,2.5,29.2,26.7,14.7,22.0,50.0,0.0,29
2023-05-02 00:10:00,2.9,2.7,28.3,26.6,15.3,22.0,100.0,0.0,32
2023-05-02 00:11:00,3.1,2.9,27.6,26.4,15.9,22.1,50.0,0.0,34
2023-05-02 00:12:00,3.4,3.1,27.1,26.1,16.2,22.1,100.0,0.0,37
2023-05-02 00:13:00,3.3,3.4,26.7,26.0,16.7,22.1,50.0,0.0,40
2023-05-02 00:14:00,-1.9,3.3,27.0,26.2,16.8,22.4,100.0,0.0,42
2023-05-02 00:15:00,0.4,-1.9,36.5,29.3,12.6,22.0,650.0,0.0,45
2023-05-02 00:16:00,0.3,0.4,41.8,29.6,10.2,22.1,300.0,0.0,48
2023-05-02 00:17:00,0.8,0.3,40.7,28.9,10.3,22.2,100.0,0.0,50
2023-05-02 00:18:00,1.4,0.8,38.1,28.3,10.9,22.2,50.0,0.0,53
2023-05-02 00:19:00,1.7,1.4,35.3,27.9,11.7,22.1,100.0,0.0,56
2023-05-02 00:20:00,2.0,1.7,33.3,27.6,12.5,22.1,50.0,0.0,59
2023-05-02 00:21:00,2.2,2.0,31.7,27.3,13.2,22.2,100.0,0.0,62
2023-05-02 00:22:00,2.4,2.2,30.4,27.2,14.0,22.1,50.0,0.0,65
2023-05-02 00:23:00,2.8,2.4,29.4,27.0,14.7,22.1,100.0,0.0,68
2023-05-02 00:24:00,3.0,2.8,28.6,26.9,15.2,22.1,50.0,0.0,71
2023-05-02 00:25:00,3.1,3.0,27.8,26.6,15.7,22.1,0.0,0.0,74
2023-05-02 00:26:00,3.3,3.1,27.3,26.4,16.1,22.1,100.0,0.0,77
2023-05-02 00:27:00,3.5,3.3,26.7,26.2,16.5,22.0,50.0,0.0,79
2023-05-02 00:28:00,3.7,3.5,26.3,26.0,16.9,22.1,100.0,0.0,82
2023-05-02 00:29:00,-3.5,3.7,32.7,28.5,14.4,22.4,350.0,0.0,85
2023-05-02 00:30:00,-0.1,-3.5,41.1,29.6,10.5,22.1,600.0,0.0,87
2023-05-02 00:31:00,0.6,-0.1,41.4,29.1,10.1,22.1,100.0,0.0,90
2023-05-02 00:32:00,1.3,0.6,39.0,28.4,10.7,22.1,50.0,0.0,93
2023-05-02 00:33:00,1.5,1.3,36.0,27.9,11.5,22.2,100.0,0.0,95
2023-05-02 00:34:00,1.7,1.5,33.8,27.6,12.3,22.1,50.0,0.0,98
2023-05-02 00:35:00,2.1,1.7,32.1,27.3,13.0,22.1,100.0,0.0,101
2023-05-02 00:36:00,2.3,2.1,30.6,27.1,13.8,22.0,0.0,0.0,104
2023-05-02 00:37:00,2.5,2.3,29.7,27.0,14.3,22.0,50.0,0.0,107
2023-05-02 00:38:00,2.8,2.5,28.8,26.6,14.9,22.1,50.0,0.0,110
2023-05-02 00:39:00,3.0,2.8,28.0,26.6,15.5,22.0,100.0,0.0,113
2023-05-02 00:40:00,3.1,3.0,27.4,26.3,15.9,22.1,50.0,0.0,116
2023-05-02 00:41:00,3.4,3.1,26.9,26.2,16.5,22.0,100.0,0.0,119
2023-05-02 00:42:00,3.4,3.4,26.4,26.1,16.7,22.1,50.0,0.0,122
2023-05-02 00:43:00,-1.7,3.4,29.6,27.7,16.5,21.8,100.0,0.0,125
2023-05-02 00:44:00,0.1,-1.7,39.4,29.7,11.3,22.0,750.0,0.0,128
2023-05-02 00:45:00,0.5,0.1,41.8,29.3,10.1,22.0,150.0,0.0,131
2023-05-02 00:46:00,0.9,0.5,39.9,28.6,10.4,22.1,50.0,0.0,133
2023-05-02 00:47:00,1.4,0.9,37.0,28.0,11.2,22.1,100.0,0.0,136
2023-05-02 00:48:00,1.8,1.4,34.5,27.6,12.0,22.1,50.0,0.0,139
2023-05-02 00:49:00,2.0,1.8,32.6,27.5,12.8,22.1,100.0,0.0,141
2023-05-02 00:50:00,2.2,2.0,31.1,27.1,13.5,22.1,50.0,0.0,144
2023-05-02 00:51:00,2.5,2.2,30.0,27.1,14.1,22.0,100.0,0.0,147
2023-05-02 00:52:00,2.8,2.5,29.0,26.9,14.8,22.0,50.0,0.0,149
2023-05-02 00:53:00,3.0,2.8,28.3,26.6,15.3,22.0,100.0,0.0,152
2023-05-02 00:54:00,3.1,3.0,27.6,26.4,15.9,22.1,50.0,0.0,155
2023-05-02 00:55:00,3.4,3.1,27.0,26.4,16.2,22.1,100.0,0.0,158
2023-05-02 00:56:00,3.4,3.4,26.6,26.1,16.6,22.0,50.0,0.0,161
2023-05-02 00:57:00,-1.2,3.4,26.9,25.7,17.5,21.7,100.0,0.0,164
2023-05-02 00:58:00,0.4,-1.2,36.3,29.2,12.5,22.0,500.0,0.0,167
2023-05-02 00:59:00,0.1,0.4,41.6,29.6,10.3,22.1,450.0,0.0,170
2023-05-02 01:00:00,0.9,0.1,40.5,28.8,10.1,22.1,50.0,0.0,173
2023-05-02 01:01:00,1.3,0.9,37.9,28.3,10.9,22.0,100.0,0.0,176
2023-05-02 01:02:00,1.8,1.3,35.3,27.8,11.7,22.0,50.0,0.0,178
2023-05-02 01:03:00,2.0,1.8,33.2,27.5,12.5,22.2,100.0,0.0,181
2023-05-02 01:04:00,2.2,2.0,31.5,27.4,13.3,22.1,100.0,0.0,184
2023-05-02 01:05:00,2.5,2.2,30.4,27.0,14.0,22.1,50.0,0.0,186
2023-05-02 01:06:00,2.7,2.5,29.3,26.9,14.5,22.0,50.0,0.0,189
2023-05-02 01:07:00,2.9,2.7,28.5,26.7,15.1,22.0,100.0,0.0,192
2023-05-02 01:08:00,3.0,2.9,27.8,26.4,15.7,22.0,50.0,0.0,194
2023-05-02 01:09:00,3.3,3.0,27.2,26.3,16.0,22.1,100.0,0.0,197
2023-05-02 01:10:00,3.4,3.3,26.8,26.1,16.5,22.0,50.0,0.0,200
2023-05-02 01:11:00,3.55,3.3499999999999996,26.55,26.0,16.7,21.95,100.0,0.0,201
2023-05-02 01:12:00,3.7,3.4,26.3,25.9,16.9,21.9,150.0,0.0,204
2023-05-02 01:13:00,-2.9,3.7,32.4,28.6,14.7,22.0,800.0,0.0,207
2023-05-02 01:14:00,0.3,-2.9,41.0,29.8,10.6,22.1,100.0,0.0,210
2023-05-02 01:15:00,0.8,0.3,41.4,29.0,10.0,22.1,50.0,0.0,213
2023-05-02 01:16:00,1.1,0.8,38.9,28.5,10.6,22.1,100.0,0.0,216
2023-05-02 01:17:00,1.7,1.1,36.1,27.9,11.4,22.1,50.0,0.0,219
2023-05-02 01:18:00,1.9,1.7,33.8,27.6,12.2,22.1,100.0,0.0,222
2023-05-02 01:19:00,2.1,1.9,32.2,27.5,13.0,22.2,0.0,0.0,225
2023-05-02 01:20:00,2.2,2.1,30.8,27.2,13.6,22.1,100.0,0.0,228
2023-05-02 01:21:00,2.6,2.2,29.7,26.9,14.3,22.1,50.0,0.0,231
2023-05-02 01:22:00,2.9,2.6,28.8,26.7,15.0,22.1,100.0,0.0,234
2023-05-02 01:23:00,2.9,2.9,28.1,26.6,15.4,22.0,50.0,0.0,237
2023-05-02 01:24:00,3.2,2.9,27.3,26.4,15.8,22.0,100.0,0.0,240
2023-05-02 01:25:00,3.4,3.2,26.9,26.2,16.2,21.9,50.0,0.0,242
2023-05-02 01:26:00,3.5,3.4,26.5,25.9,16.7,21.9,100.0,0.0,245
2023-05-02 01:27:00,-1.9,3.5,28.5,27.2,16.6,22.3,550.0,0.0,248
2023-05-02 01:28:00,0.0,-1.9,38.4,29.6,11.6,21.9,350.0,0.0,250
2023-05-02 01:29:00,0.4,0.0,41.7,29.3,10.1,22.0,50.0,0.0,253
2023-05-02 01:30:00,1.0,0.4,39.8,28.6,10.4,22.0,100.0,0.0,256
2023-05-02 01:31:00,1.4,1.0,37.0,28.1,11.2,22.1,50.0,0.0,258
2023-05-02 01:32:00,1.7,1.4,34.6,27.7,11.9,22.0,100.0,0.0,261
2023-05-02 01:33:00,2.0,1.7,32.7,27.4,12.8,22.0,50.0,0.0,264
2023-05-02 01:34:00,2.3,2.0,31.2,27.2,13.4,22.0,100.0,0.0,267
2023-05-02 01:35:00,2.7,2.3,30.1,27.0,14.2,22.0,50.0,0.0,270
2023-05-02 01:36:00,2.9,2.7,29.0,26.7,14.7,22.0,100.0,0.0,273
2023-05-02 01:37:00,2.9,2.9,28.2,26.6,15.1,22.0,50.0,0.0,276
2023-05-02 01:38:00,2.9,2.9,27.5,26.4,15.6,22.0,100.0,0.0,279
2023-05-02 01:39:00,3.3,2.9,27.1,26.2,16.2,21.9,50.0,0.0,282
2023-05-02 01:40:00,3.3,3.3,26.6,26.1,16.6,21.9,100.0,0.0,285
2023-05-02 01:41:00,-1.6,3.3,25.8,25.8,16.9,22.0,200.0,0.0,287
2023-05-02 01:42:00,0.8,-1.6,35.0,28.9,13.3,22.0,750.0,0.0,290
2023-05-02 01:43:00,0.1,0.8,41.2,29.5,10.4,22.0,50.0,0.0,293
2023-05-02 01:44:00,1.0,0.1,40.8,28.8,10.1,22.1,100.0,0.0,295
2023-05-02 01:45:00,1.4,1.0,38.1,28.2,10.7,22.0,50.0,0.0,298
2023-05-02 01:46:00,1.7,1.4,35.5,27.9,11.6,22.0,100.0,0.0,301
2023-05-02 01:47:00,1.9,1.7,33.3,27.6,12.5,22.0,50.0,0.0,303
2023-05-02 01:48:00,2.2,1.9,31.7,27.3,13.1,22.1,100.0,0.0,306
2023-05-02 01:49:00,2.4,2.2,30.4,27.1,13.9,22.0,50.0,0.0,309
2023-05-02 01:50:00,2.8,2.4,29.3,26.8,14.5,22.0,100.0,0.0,312
2023-05-02 01:51:00,2.9,2.8,28.5,26.8,15.0,22.0,50.0,0.0,315
2023-05-02 01:52:00,3.2,2.9,27.9,26.5,15.6,22.1,100.0,0.0,318
2023-05-02 01:53:00,3.3,3.2,27.2,26.4,16.0,22.0,50.0,0.0,320
2023-05-02 01:54:00,3.3,3.3,26.8,26.2,16.6,21.9,100.0,0.0,323
2023-05-02 01:55:00,3.7,3.3,26.3,26.1,16.8,22.0,50.0,0.0,326
2023-05-02 01:56:00,-3.4,3.7,31.4,28.7,15.4,21.9,700.0,0.0,328
2023-05-02 01:57:00,0.0,-3.4,40.4,29.6,10.9,21.9,200.0,0.0,331
2023-05-02 01:58:00,0.7,0.0,41.4,29.1,10.1,22.0,100.0,0.0,334
2023-05-02 01:59:00,1.0,0.7,39.0,28.4,10.6,22.0,50.0,0.0,336
2023-05-02 02:00:00,1.5,1.0,36.2,28.0,11.4,22.1,100.0,0.0,339
2023-05-02 02:01:00,1.9,1.5,33.8,27.6,12.2,22.0,100.0,0.0,342
2023-05-02 02:02:00,2.1,1.9,32.1,27.3,12.9,22.1,50.0,0.0,345
2023-05-02 02:03:00,2.4,2.1,30.8,27.2,13.7,22.0,100.0,0.0,348
2023-05-02 02:04:00,2.6,2.4,29.7,26.9,14.3,21.9,50.0,0.0,351
2023-05-02 02:05:00,2.8,2.6,28.7,26.8,14.8,22.0,50.0,0.0,354
2023-05-02 02:06:00,3.0,2.8,28.0,26.5,15.4,21.9,100.0,0.0,357
2023-05-02 02:07:00,3.3,3.0,27.5,26.4,15.9,22.0,50.0,0.0,360
2023-05-02 02:08:00,3.4,3.3,26.9,26.1,16.4,21.9,100.0,0.0,363
2023-05-02 02:09:00,3.4,3.4,26.5,26.1,16.7,21.9,50.0,0.0,365
2023-05-02 02:10:00,-1.7,3.4,28.7,26.6,17.3,21.9,450.0,0.0,368
2023-05-02 02:11:00,0.0,-1.7,38.5,29.5,11.7,21.9,550.0,0.0,371
2023-05-02 02:12:00,0.3,0.0,41.6,29.3,10.1,21.9,50.0,0.0,373
2023-05-02 02:13:00,0.9,0.3,39.9,28.6,10.4,22.1,100.0,0.0,375
2023-05-02 02:14:00,1.4,0.9,37.0,28.1,11.0,22.1,50.0,0.0,377
2023-05-02 02:15:00,1.6,1.4,34.6,27.6,12.0,22.1,100.0,0.0,378
2023-05-02 02:16:00,2.0,1.6,32.7,27.5,12.7,22.1,50.0,0.0,380
2023-05-02 02:17:00,2.2,2.0,31.2,27.2,13.5,22.0,100.0,0.0,382
2023-05-02 02:18:00,2.6,2.2,29.9,27.0,14.3,22.1,50.0,0.0,384
2023-05-02 02:19:00,2.5,2.6,29.0,26.7,14.8,22.1,100.0,0.0,387
2023-05-02 02:20:00,3.0,2.5,28.1,26.5,15.2,22.0,50.0,0.0,389
2023-05-02 02:21:00,3.1,3.0,27.6,26.4,15.7,22.0,100.0,0.0,391
2023-05-02 02:22:00,3.3,3.1,27.0,26.2,16.1,22.0,50.0,0.0,394
2023-05-02 02:23:00,3.7,3.3,26.5,26.0,16.5,21.9,100.0,0.0,397
2023-05-02 02:24:00,-1.4,3.7,26.0,25.4,17.7,22.4,100.0,0.0,400
2023-05-02 02:25:00,0.5,-1.4,35.5,29.1,13.0,22.0,800.0,0.0,403
2023-05-02 02:26:00,0.2,0.5,41.4,29.7,10.3,22.0,50.0,0.0,406
2023-05-02 02:27:00,0.9,0.2,40.8,28.9,10.1,22.0,100.0,0.0,409
2023-05-02 02:28:00,1.3,0.9,38.0,28.3,10.7,22.0,50.0,0.0,411
2023-05-02 02:29:00,1.6,1.3,35.2,27.8,11.6,22.2,100.0,0.0,414
2023-05-02 02:30:00,1.9,1.6,33.3,27.5,12.4,22.1,50.0,0.0,417
2023-05-02 02:31:00,2.1,1.9,31.4,27.2,13.2,22.0,100.0,0.0,419
2023-05-02 02:32:00,2.4,2.1,30.3,27.0,13.9,22.0,50.0,0.0,422
2023-05-02 02:33:00,2.6,2.4,29.3,26.9,14.4,22.0,100.0,0.0,425
2023-05-02 02:34:00,2.9,2.6,28.4,26.6,14.9,22.1,50.0,0.0,427
2023-05-02 02:35:00,3.0,2.9,27.8,26.4,15.6,22.0,100.0,0.0,430
2023-05-02 02:36:00,3.2,3.0,27.1,26.3,16.0,22.0,50.0,0.0,433
2023-05-02 02:37:00,3.3,3.2,26.7,26.2,16.5,21.9,100.0,0.0,436
2023-05-02 02:38:00,3.5,3.3,26.3,25.9,16.8,22.0,50.0,0.0,439
2023-05-02 02:39:00,-3.3,3.5,31.2,28.2,15.6,22.2,550.0,0.0,442
2023-05-02 02:40:00,0.1,-3.3,40.1,29.7,10.9,22.1,400.0,0.0,445
2023-05-02 02:41:00,0.6,0.1,41.4,29.2,10.1,22.0,100.0,0.0,448
2023-05-02 02:42:00,1.1,0.6,39.1,28.6,10.5,22.1,50.0,0.0,451
2023-05-02 02:43:00,1.6,1.1,36.3,28.0,11.4,22.0,100.0,0.0,454
2023-05-02 02:44:00,1.8,1.6,33.9,27.7,12.2,22.1,50.0,0.0,456
2023-05-02 02:45:00,2.1,1.8,32.1,27.5,12.9,22.0,100.0,0.0,459
2023-05-02 02:46:00,2.2,2.1,30.8,27.3,13.6,22.0,50.0,0.0,462
2023-05-02 02:47:00,2.5,2.2,29.7,27.1,14.2,22.0,100.0,0.0,464
2023-05-02 02:48:00,2.6,2.5,28.8,26.9,14.9,22.0,50.0,0.0,467
2023-05-02 02:49:00,3.0,2.6,28.1,26.7,15.4,22.0,100.0,0.0,470
2023-05-02 02:50:00,3.3,3.0,27.4,26.5,15.9,22.0,50.0,0.0,472
2023-05-02 02:51:00,3.3,3.3,26.8,26.3,16.3,22.0,100.0,0.0,475
2023-05-02 02:52:00,3.4,3.3,26.5,26.1,16.6,21.9,50.0,0.0,478
2023-05-02 02:53:00,-1.9,3.4,28.2,26.8,16.9,21.0,250.0,0.0,481
2023-05-02 02:54:00,0.1,-1.9,38.0,29.6,11.8,21.9,650.0,0.0,484
2023-05-02 02:55:00,0.4,0.1,41.6,29.5,10.2,22.0,100.0,0.0,487
2023-05-02 02:56:00,1.0,0.4,39.9,28.7,10.3,22.1,50.0,0.0,490
2023-05-02 02:57:00,1.3,1.0,37.1,28.2,11.2,22.1,100.0,0.0,493
2023-05-02 02:58:00,1.7,1.3,34.6,27.9,11.9,22.0,50.0,0.0,496
2023-05-02 02:59:00,1.9,1.7,32.7,27.5,12.7,22.1,100.0,0.0,499
2023-05-02 03:00:00,2.3,1.9,31.1,27.3,13.4,22.0,50.0,0.0,502
2023-05-02 03:01:00,2.5,2.3,30.0,27.1,13.9,22.0,100.0,0.0,505
2023-05-02 03:02:00,2.8,2.5,29.0,26.8,14.7,21.9,50.0,0.0,508
2023-05-02 03:03:00,2.9,2.8,28.4,26.7,15.3,22.0,100.0,0.0,510
2023-05-02 03:04:00,3.2,2.9,27.6,26.6,15.8,21.9,50.0,0.0,513
2023-05-02 03:05:00,3.3,3.2,27.0,26.4,16.2,21.9,100.0,0.0,516
2023-05-02 03:06:00,3.5,3.3,26.6,26.2,16.6,21.9,0.0,0.0,518
2023-05-02 03:07:00,-0.6,3.5,26.7,26.3,17.2,22.1,100.0,0.0,521
2023-05-02 03:08:00,0.6,-0.6,35.9,29.2,12.8,21.9,800.0,0.0,524
2023-05-02 03:09:00,0.1,0.6,41.4,29.7,10.3,22.1,150.0,0.0,526
2023-05-02 03:10:00,0.8,0.1,40.6,28.7,10.2,22.1,100.0,0.0,529
2023-05-02 03:11:00,1.3,0.8,38.1,28.3,10.8,22.1,50.0,0.0,532
2023-05-02 03:12:00,1.6,1.3,35.4,27.8,11.6,22.1,100.0,0.0,535
2023-05-02 03:13:00,1.7,1.6,33.3,27.5,12.4,22.0,50.0,0.0,538
2023-05-02 03:14:00,2.3,1.7,31.5,27.3,13.1,22.0,100.0,0.0,541
2023-05-02 03:15:00,2.4,2.3,30.3,26.9,13.9,22.0,50.0,0.0,544
2023-05-02 03:16:00,2.8,2.4,29.2,26.9,14.5,22.0,100.0,0.0,547
2023-05-02 03:17:00,2.7,2.8,28.5,26.7,15.0,22.0,50.0,0.0,550
2023-05-02 03:18:00,3.0,2.7,27.8,26.5,15.5,22.0,100.0,0.0,553
2023-05-02 03:19:00,3.3,3.0,27.3,26.2,16.0,22.0,50.0,0.0,555
2023-05-02 03:20:00,3.4,3.3,26.7,26.1,16.5,22.0,100.0,0.0,558
2023-05-02 03:21:00,3.8,3.4,26.3,26.1,16.9,21.9,50.0,0.0,561
2023-05-02 03:22:00,-3.1,3.8,31.5,28.1,14.7,21.8,450.0,0.0,563
2023-05-02 03:23:00,0.0,-3.1,40.3,29.7,10.9,21.9,450.0,0.0,566
2023-05-02 03:24:00,0.9,0.0,41.5,29.2,10.0,21.9,100.0,0.0,569
2023-05-02 03:25:00,1.1,0.9,39.2,28.7,10.5,22.1,50.0,0.0,571
2023-05-02 03:26:00,1.5,1.1,36.4,28.1,11.3,22.1,100.0,0.0,574
2023-05-02 03:27:00,1.8,1.5,34.1,27.7,12.1,22.0,50.0,0.0,577
2023-05-02 03:28:00,2.1,1.8,32.3,27.5,12.9,22.0,100.0,0.0,580
2023-05-02 03:29:00,2.4,2.1,30.9,27.4,13.7,22.0,50.0,0.0,583
2023-05-02 03:30:00,2.6,2.4,29.6,27.1,14.4,22.0,100.0,0.0,586
2023-05-02 03:31:00,2.8,2.6,28.8,26.9,14.8,22.0,50.0,0.0,588
2023-05-02 03:32:00,2.9,2.8,28.0,26.7,15.3,21.9,100.0,0.0,591
2023-05-02 03:33:00,3.0,2.9,27.5,26.7,15.7,21.9,50.0,0.0,594
2023-05-02 03:34:00,3.3,3.0,26.9,26.4,16.3,21.9,100.0,0.0,597
2023-05-02 03:35:00,3.5,3.3,26.4,26.2,16.6,21.9,50.0,0.0,600
2023-05-02 03:36:00,-1.6,3.5,28.4,27.2,16.7,21.8,150.0,0.0,603
2023-05-02 03:37:00,-0.1,-1.6,38.3,29.6,11.7,21.9,750.0,0.0,606
2023-05-02 03:38:00,0.5,-0.1,41.7,29.5,10.1,22.0,100.0,0.0,609
2023-05-02 03:39:00,1.0,0.5,39.9,28.7,10.3,22.1,50.0,0.0,612
2023-05-02 03:40:00,1.5,1.0,37.3,28.2,11.1,22.0,100.0,0.0,615
2023-05-02 03:41:00,1.8,1.5,34.6,27.7,11.9,22.0,50.0,0.0,617
2023-05-02 03:42:00,2.0,1.8,32.7,27.4,12.6,22.0,100.0,0.0,620
2023-05-02 03:43:00,2.2,2.0,31.2,27.2,13.5,22.0,50.0,0.0,623
2023-05-02 03:44:00,2.5,2.2,30.0,27.1,14.0,22.0,100.0,0.0,625
2023-05-02 03:45:00,2.5,2.5,29.1,26.9,14.7,22.1,50.0,0.0,628
2023-05-02 03:46:00,2.9,2.5,28.3,26.9,15.3,21.9,100.0,0.0,631
2023-05-02 03:47:00,3.1,2.9,27.6,26.5,15.7,21.9,50.0,0.0,633
2023-05-02 03:48:00,3.2,3.1,27.0,26.4,16.2,22.0,100.0,0.0,636
2023-05-02 03:49:00,3.5,3.2,26.5,26.2,16.5,21.9,50.0,0.0,639
2023-05-02 03:50:00,-1.0,3.5,26.4,25.7,17.7,22.1,100.0,0.0,642
2023-05-02 03:51:00,0.5,-1.0,35.3,29.1,13.1,21.9,700.0,0.0,645
2023-05-02 03:52:00,0.2,0.5,41.4,29.7,10.2,22.0,250.0,0.0,648
2023-05-02 03:53:00,0.9,0.2,40.7,28.9,10.2,22.1,50.0,0.0,651
2023-05-02 03:54:00,1.4,0.9,38.1,28.3,10.8,22.1,50.0,0.0,654
2023-05-02 03:55:00,1.6,1.4,35.4,27.9,11.7,22.0,100.0,0.0,657
2023-05-02 03:56:00,2.0,1.6,33.3,27.7,12.3,21.9,50.0,0.0,660
2023-05-02 03:57:00,2.2,2.0,31.6,27.4,13.1,22.0,100.0,0.0,662
2023-05-02 03:58:00,2.3,2.2,30.4,27.25,13.8,22.0,50.0,0.0,664
2023-05-02 03:59:00,2.4,2.4,29.9,27.1,14.15,21.9,100.0,0.0,667
2023-05-02 04:00:00,2.6,2.5,29.4,26.9,14.5,21.9,50.0,0.0,669
2023-05-02 04:01:00,2.8,2.6,28.4,26.7,15.0,21.9,100.0,0.0,671
2023-05-02 04:02:00,3.1,2.8,27.8,26.5,15.6,21.9,50.0,0.0,674
2023-05-02 04:03:00,3.1,3.1,27.3,26.3,16.0,22.1,100.0,0.0,677
2023-05-02 04:04:00,3.5,3.1,26.7,26.2,16.5,21.9,50.0,0.0,679
2023-05-02 04:05:00,3.5,3.5,26.2,25.9,16.8,21.9,400.0,0.0,682
2023-05-02 04:06:00,-3.6,3.5,32.6,28.0,14.6,21.7,550.0,0.0,685
2023-05-02 04:07:00,0.0,-3.6,40.6,29.6,10.7,21.9,100.0,0.0,687
2023-05-02 04:08:00,0.7,0.0,41.4,29.1,10.1,22.1,50.0,0.0,690
2023-05-02 04:09:00,1.2,0.7,38.8,28.5,10.5,22.0,100.0,0.0,693
2023-05-02 04:10:00,1.5,1.2,36.2,28.0,11.5,22.1,50.0,0.0,696
2023-05-02 04:11:00,1.8,1.5,33.9,27.8,12.2,22.0,100.0,0.0,699
2023-05-02 04:12:00,2.2,1.8,32.1,27.4,13.0,22.0,50.0,0.0,702
2023-05-02 04:13:00,2.4,2.2,30.7,27.2,13.7,22.0,100.0,0.0,705
2023-05-02 04:14:00,2.5,2.4,29.7,26.9,14.3,21.9,50.0,0.0,708
2023-05-02 04:15:00,2.7,2.5,28.8,26.7,14.9,21.9,100.0,0.0,711
2023-05-02 04:16:00,3.0,2.7,27.9,26.5,15.4,22.0,50.0,0.0,714
2023-05-02 04:17:00,3.1,3.0,27.5,26.4,15.9,21.9,100.0,0.0,716
2023-05-02 04:18:00,3.4,3.1,26.9,26.2,16.3,22.0,50.0,0.0,719
2023-05-02 04:19:00,3.5,3.4,26.5,26.2,16.6,21.9,100.0,0.0,722
2023-05-02 04:20:00,-1.9,3.5,28.9,27.5,16.3,21.7,800.0,0.0,724
2023-05-02 04:21:00,0.0,-1.9,38.6,29.6,11.5,22.0,100.0,0.0,727
2023-05-02 04:22:00,0.4,0.0,41.7,29.3,10.1,22.1,50.0,0.0,730
2023-05-02 04:23:00,1.0,0.4,39.8,28.7,10.3,22.0,100.0,0.0,732
2023-05-02 04:24:00,1.4,1.0,37.2,28.1,11.0,22.0,50.0,0.0,735
2023-05-02 04:25:00,1.6,1.4,34.5,27.7,11.8,22.1,100.0,0.0,738
2023-05-02 04:26:00,2.1,1.6,32.6,27.5,12.7,21.9,50.0,0.0,741
2023-05-02 04:27:00,2.4,2.1,31.1,27.3,13.4,22.0,50.0,0.0,744
2023-05-02 04:28:00,2.5,2.4,30.0,27.0,14.1,21.9,1200.0,0.0,747
2023-05-02 04:29:00,2.4,2.5,29.0,26.7,14.7,21.9,1300.0,0.0,750
2023-05-02 04:30:00,2.6,2.4,28.3,26.6,15.3,21.9,800.0,0.0,753
2023-05-02 04:31:00,0.9,2.6,28.9,27.3,16.3,21.7,750.0,0.0,756
2023-05-02 04:32:00,-2.4,0.9,39.3,29.6,12.8,21.9,900.0,0.0,759
2023-05-02 04:33:00,0.5,-2.4,45.5,30.5,9.9,21.9,100.0,0.0,762
2023-05-02 04:34:00,1.8,0.5,47.3,29.8,9.2,22.1,100.0,0.0,765
2023-05-02 04:35:00,2.5,1.8,44.5,29.1,9.9,22.0,0.0,0.0,768
2023-05-02 04:36:00,3.0,2.5,40.9,28.5,10.7,22.0,100.0,0.0,770
2023-05-02 04:37:00,3.6,3.0,37.7,28.2,11.5,22.1,250.0,0.0,773
2023-05-02 04:38:00,-2.9,3.6,41.2,29.4,10.3,21.9,650.0,0.0,776
2023-05-02 04:39:00,0.3,-2.9,46.9,30.1,8.5,22.1,100.0,0.0,778
2023-05-02 04:40:00,0.7,0.3,46.2,29.4,8.5,22.2,50.0,0.0,781
2023-05-02 04:41:00,1.4,0.7,42.9,28.7,9.4,22.2,100.0,0.0,784
2023-05-02 04:42:00,2.0,1.4,39.2,28.4,10.4,22.1,50.0,0.0,786
2023-05-02 04:43:00,2.1,2.0,36.4,27.9,11.2,22.3,50.0,0.0,789
2023-05-02 04:44:00,2.3,2.1,34.1,27.7,12.1,22.2,50.0,0.0,792
2023-05-02 04:45:00,2.6,2.3,32.4,27.4,12.9,22.2,100.0,0.0,795
2023-05-02 04:46:00,2.7,2.6,31.3,27.3,13.6,22.1,50.0,0.0,798
2023-05-02 04:47:00,3.1,2.7,30.1,27.1,14.4,22.1,100.0,0.0,801
2023-05-02 04:48:00,3.3,3.1,29.4,26.8,14.9,22.1,50.0,0.0,804
2023-05-02 04:49:00,3.3,3.3,28.6,26.7,15.4,22.0,100.0,0.0,807
2023-05-02 04:50:00,-1.4,3.3,28.2,26.3,16.2,21.9,550.0,0.0,810
2023-05-02 04:51:00,0.9,-1.4,37.2,29.3,12.6,22.0,400.0,0.0,813
2023-05-02 04:52:00,0.4,0.9,43.1,29.6,10.1,22.1,100.0,0.0,815
2023-05-02 04:53:00,0.8,0.4,42.3,28.9,9.9,22.2,50.0,0.0,818
2023-05-02 04:54:00,1.3,0.8,39.2,28.3,10.6,22.2,100.0,0.0,821
